"","x"
"intrcpt",0.992327863296982
"cent.extinction",0.913141839839931
"cent.OA",0.112871977520204
"detrend.cent.d18O",0.234545075661297
"detrend.cent.d34S",-0.0264309356771075
"detrend.cent.d13C",0.0229436024715996
