Binned_top,Binned_bottom,Binned_stage,Binned_epoch,Binned_period,mean_d13C,stdev_d13C,N_d13C,mean_d18O,stdev_d18O,N_d18O,mean_d34S,stdev_d34S,N_d34S,mean_87Sr.86Sr,stdev_87Sr.86Sr,N_87Sr.86Sr,data_subset
391.8,397.5,Eifelian,Middle Devonian,Devonian,0.898137931,1.310947278,29,-3.947525,1.13351448,40,16.4,NA,1,0.707904679,8.19E-05,90,no benthics
397.5,407,Emsian,Early Devonian,Devonian,0.352871429,0.919478476,210,-5.940741784,1.334958495,213,17,3.892942332,5,0.707930792,0.000127822,93,no benthics
407,411.2,Pragian,Early Devonian,Devonian,1.443670886,0.991918857,79,-5.348101266,1.678816033,79,NA,NA,0,0.7084844,0.000129784,5,no benthics
411.2,416,Lochkovian,Early Devonian,Devonian,2.243762376,0.845034735,101,-5.831089109,1.811499876,101,24.33333333,4.152509282,3,0.708714231,4.69E-05,26,no benthics
416,418.7,Pridoli,Pridoli,Silurian,0.371333333,1.561729221,30,-5.505609756,1.011993203,41,25.32,3.276736181,5,0.708725989,3.46E-05,17,no benthics
418.7,421.3,Ludfordian,Ludlow,Silurian,3.234974874,2.958531043,199,-4.704974874,1.114590958,199,27.13333333,3.295957119,3,0.70869695,3.74E-05,45,no benthics
421.3,422.9,Gorstian,Ludlow,Silurian,1.281698113,1.773018664,106,-5.22990566,1.436624016,106,25.7,NA,1,0.708576928,8.74E-05,20,no benthics
422.9,426.2,Homerian,Wenlock,Silurian,0.93873065,1.539006475,323,-4.471517028,0.664655977,323,27.88571429,4.838191319,7,0.708446231,6.67E-05,41,no benthics
426.2,428.2,Sheinwoodian,Wenlock,Silurian,3.328874172,1.363716756,151,-4.927748344,0.59576189,151,25.95,6.293250353,2,0.708372337,5.15E-05,61,no benthics
428.2,436,Telychian,Llandovery,Silurian,1.284476744,0.664585687,86,-5.257906977,0.558021961,86,27.24,2.679178979,5,0.70824117,9.65E-05,50,no benthics
436,439,Aeronian,Llandovery,Silurian,1.3272,1.486473792,25,-4.2596,0.646802907,25,29.64,3.326108838,5,0.708067313,4.40E-05,13,no benthics
439,443.7,Rhuddanian,Llandovery,Silurian,0.9575,0.390665387,28,-4.299642857,0.596803101,28,28.6,3.0757113,4,0.70800279,9.06E-05,5,no benthics
443.7,445.6,Hirnantian,Late Ordovician,Ordovician,2.534867257,2.493001316,113,-3.502654867,1.175588772,113,14.5,NA,1,0.707962627,0.000158546,33,no benthics
445.6,455.8,Katian,Late Ordovician,Ordovician,0.430680473,0.803287319,169,-4.89797619,0.826616768,168,24.6,4.745524207,5,0.707928098,0.000124484,72,no benthics
455.8,460.9,Sandbian,Late Ordovician,Ordovician,-0.378795918,0.738439514,49,-5.194877551,0.732984244,49,24.83333333,2.281081615,3,0.708103198,0.00018332,38,no benthics
460.9,468.1,Darriwillian,Middle Ordovician,Ordovician,-0.393333333,0.714878014,30,-6.817333333,0.918713243,30,23.9,6.929646456,2,0.708524723,0.00033991,25,no benthics
468.1,471.8,Dapingian,Middle Ordovician,Ordovician,-1.989411765,0.949588533,17,-7.58,1.095433704,17,27.9,NA,1,0.709005234,0.000306997,13,no benthics
471.8,478.6,Floian,Early Ordovician,Ordovician,-1.13647561,0.654683681,82,-7.838780488,1.393898388,82,28.86666667,2.742869544,3,0.708886399,0.000149216,74,no benthics
478.6,488.3,Tremadocian,Early Ordovician,Ordovician,-1.419705882,0.675204762,17,-9.547235294,0.833171616,17,27.3,5.716642371,3,0.709013117,0.000119455,123,no benthics
488.3,501,Pabian,Furongian,Cambrian,NA,NA,0,NA,NA,0,33.26,3.233883115,5,0.709100726,6.29E-05,58,no benthics
0,1.81,Pleistocene-Holocene,Pleistocene-Holocene,Neogene,2.02,0.322268743,8,-0.855,0.473315727,10,21.28357143,0.431236949,4,0.70914313,2.98E-05,284,tropical no benthics
1.81,2.59,Gelasian,Late Pliocene,Neogene,2.003333333,0.2136196,3,-1.2,0.34394767,3,22.015,0.007071068,2,0.709072394,1.59E-05,71,tropical no benthics
2.59,3.6,Piacenzian,Early Pliocene,Neogene,2.325,0.211266025,4,-1.6475,0.135492927,4,NA,NA,0,0.709052244,2.17E-05,78,tropical no benthics
3.6,5.33,Zanclean,Early Pliocene,Neogene,2.330833333,0.283146552,12,-1.197058824,0.431186803,17,21.86666667,0.338427737,3,0.709021339,3.21E-05,233,tropical no benthics
5.33,7.25,Messinian,Late Miocene,Neogene,2.795,0.185562209,4,-0.931071429,0.440213242,28,22.06,0.291976026,5,0.708954376,2.44E-05,101,tropical no benthics
7.25,11.61,Tortonian,Late Miocene,Neogene,NA,NA,0,-0.688235294,0.541409331,34,22.03090909,0.162015712,11,0.708922784,4.22E-05,97,tropical no benthics
11.61,13.65,Serravallian,Middle Miocene,Neogene,2.215,0.278549816,6,-0.763823529,0.59927236,34,22.1495,0.311880052,10,0.708832667,5.06E-05,132,tropical no benthics
13.65,15.97,Langhian,Middle Miocene,Neogene,2.574,0.214196172,5,-1.106315789,0.702172902,19,21.9825,0.152027958,2,0.708775957,4.50E-05,70,tropical no benthics
15.97,20.43,Burdigalian,Early Miocene,Neogene,2.629166667,0.24835672,12,-0.7475,0.532025951,32,21.8175,0.191898411,4,0.708559312,0.000124064,186,tropical no benthics
20.43,23.03,Aquitanian,Early Miocene,Neogene,1.839090909,0.859342243,11,-0.72,0.372209618,21,21.95,0.070710678,2,0.708306298,6.06E-05,47,tropical no benthics
23.03,28.4,Chattian,Late Oligocene,Paleogene,0.791470588,0.350291068,34,-0.404864865,0.464103806,37,21.59952381,0.211296075,7,0.708148517,9.30E-05,87,tropical no benthics
28.4,33.9,Rupelian,Early Oligocene,Paleogene,0.766086957,0.333558488,23,-0.268,0.264606626,25,21.698,0.221743095,5,0.707927712,6.31E-05,66,tropical no benthics
33.9,37.2,Priabonian,Late Eocene,Paleogene,1.676363636,0.730852553,11,-0.24,0.188293774,12,22.1085,0.399812803,10,0.707778375,5.43E-05,8,tropical no benthics
37.2,40.4,Bartonian,Middle Eocene,Paleogene,2.545789474,0.549295668,19,-0.480952381,0.1944712,21,22.28,0.229172424,6,0.707757444,4.46E-05,9,tropical no benthics
40.4,48.6,Lutetian,Middle Eocene,Paleogene,2.907857143,0.233386615,28,-1.029142857,0.452622238,35,22.4,NA,1,0.707772667,6.08E-05,15,tropical no benthics
48.6,55.8,Ypresian,Early Eocene,Paleogene,2.560684211,0.348619508,19,-1.701461538,0.336311074,26,19.332,1.520756756,10,0.70775,3.15E-05,11,tropical no benthics
55.8,58.7,Thanetian,Late Paleocene,Paleogene,3.670771429,1.047870869,35,-1.078405405,0.569827774,37,17.52833333,0.307207856,6,0.707760333,5.11E-05,9,tropical no benthics
58.7,61.7,Selandian,Middle Paleocene,Paleogene,2.083607143,0.932319145,28,-0.835166667,0.519971623,30,18.14111111,0.143539905,3,0.7077836,7.56E-05,5,tropical no benthics
61.7,65.5,Danian,Early Paleocene,Paleogene,1.785666667,0.540431881,42,-0.609681818,0.339938898,44,18.970625,0.166571252,8,0.707846193,5.07E-05,57,tropical no benthics
65.5,70.6,Maastrichtian,Late Cretaceous,Cretaceous,2.414,0.277656285,82,-1.200621951,0.551392192,82,18.59888889,1.216608446,9,0.70778438,6.87E-05,71,tropical no benthics
70.6,83.5,Campanian,Late Cretaceous,Cretaceous,2.34872449,0.296992929,98,-1.514989899,0.951215994,99,18.656,0.54657113,15,0.707615,9.84E-05,90,tropical no benthics
83.5,85.8,Santonian,Late Cretaceous,Cretaceous,NA,NA,0,NA,NA,0,17.66,0.895023277,4,0.707459818,7.00E-05,11,tropical no benthics
85.8,89.3,Coniacian,Late Cretaceous,Cretaceous,2.016666667,0.947959211,6,-2.26,1.626837423,6,18.165,NA,1,0.707352333,2.72E-05,9,tropical no benthics
89.3,93.5,Turonian,Late Cretaceous,Cretaceous,2.93,0.196129209,4,-1.885,0.267145404,4,18.85,0.278388218,3,0.707349565,0.000111389,23,tropical no benthics
93.5,99.6,Cenomanian,Late Cretaceous,Cretaceous,2.376391304,0.909953051,46,-2.499130435,0.458276123,46,18.82714286,0.451948164,7,0.70743456,6.89E-05,25,tropical no benthics
99.6,112,Albian,Early Cretaceous,Cretaceous,2.057623188,0.472684234,69,-2.479130435,0.582185889,69,15.77708333,0.663771792,12,0.707422641,5.60E-05,78,tropical no benthics
112,125,Aptian,Early Cretaceous,Cretaceous,3.357142857,0.722742792,7,0.159285714,0.304089194,7,16.17928571,1.365935657,14,0.707299289,7.40E-05,21,tropical no benthics
125,130,Barremian,Early Cretaceous,Cretaceous,0.011666667,1.332741035,6,0.084,0.340174661,6,17.931,2.413261279,5,0.707475433,3.02E-05,45,tropical no benthics
130,136.4,Hauterivian,Early Cretaceous,Cretaceous,0.071363636,0.441364717,22,-0.087727273,0.358660628,22,16.79272727,1.514655676,11,0.707422829,3.13E-05,17,tropical no benthics
136.4,140.2,Valanginian,Early Cretaceous,Cretaceous,-0.772,1.050878544,15,-0.498,0.39753167,15,17.9,4.424025316,6,0.70733668,7.79E-05,18,tropical no benthics
140.2,145.5,Berriasian,Early Cretaceous,Cretaceous,NA,NA,0,NA,NA,0,13,NA,1,0.707293751,3.17E-05,4,tropical no benthics
145.5,150.8,Tithonian,Late Jurassic,Jurassic,NA,NA,0,NA,NA,0,NA,NA,0,0.707087266,0.000128809,74,tropical no benthics
150.8,155.7,Kimmeridgian,Late Jurassic,Jurassic,1.36,NA,1,-2.11,NA,1,16,NA,1,0.706893779,7.37E-05,33,tropical no benthics
155.7,161.2,Oxfordian,Late Jurassic,Jurassic,2.0025,1.09118819,4,-0.95745,1.1125827,4,15.4,NA,1,0.706866871,3.47E-05,31,tropical no benthics
161.2,164.7,Callovian,Middle Jurassic,Jurassic,0.715384615,0.769541375,39,-1.270034872,0.542829887,39,16.075,0.330403793,4,0.706887144,0.000119673,28,tropical no benthics
164.7,167.7,Bathonian,Middle Jurassic,Jurassic,1.156363636,0.876952367,11,-2.382098182,0.972786489,11,19.05,2.333452378,2,0.707096875,0.000103299,8,tropical no benthics
167.7,171.6,Bajocian,Middle Jurassic,Jurassic,NA,NA,0,NA,NA,0,17.1,1.734935157,3,0.707183083,9.76E-05,12,tropical no benthics
171.6,175.6,Aalenian,Middle Jurassic,Jurassic,NA,NA,0,NA,NA,0,17.9,NA,1,0.707294,8.76E-06,6,tropical no benthics
175.6,183,Toarcian,Early Jurassic,Jurassic,1.645882353,0.479088442,17,-1.206647059,0.794757741,17,20.73333333,3.189566324,3,0.707231703,9.12E-05,37,tropical no benthics
183,189.5,Pliensbachian,Early Jurassic,Jurassic,0.420816327,1.145525419,49,-0.822222222,1.388485418,63,15.8,2.121320344,2,0.707244861,8.08E-05,72,tropical no benthics
189.5,196.5,Sinemurian,Early Jurassic,Jurassic,-0.97,0.321014018,9,0.205555556,0.485698237,9,14.95,1.060660172,2,0.707520903,0.000120144,62,tropical no benthics
196.5,199.6,Hettangian,Early Jurassic,Jurassic,NA,NA,0,NA,NA,0,NA,NA,0,0.70775776,3.21E-05,25,tropical no benthics
199.6,203.6,Rhaetian,Late Triassic,Triassic,1.641612903,0.521964857,31,-1.739032258,0.600140844,31,17.7,9.333809512,2,0.707744261,5.69E-05,22,tropical no benthics
203.6,216.5,Norian,Late Triassic,Triassic,3.48,NA,1,-2,NA,1,18.31666667,0.716705425,6,0.707960025,0.000154616,29,tropical no benthics
216.5,228,Carnian,Late Triassic,Triassic,3.053421053,0.683212904,38,-2.543157895,1.068237005,38,18.675,0.75,4,0.707647753,5.41E-05,47,tropical no benthics
228,237,Ladinian,Middle Triassic,Triassic,0.745217391,0.579975466,23,-3.906086957,1.729450094,23,20.83333333,4.574203027,3,0.707710666,6.59E-05,31,tropical no benthics
237,245,Anisian,Middle Triassic,Triassic,0.840555556,0.796517953,18,-4.059444444,1.518852013,18,22.3,5.074774215,4,0.707883419,0.000123472,26,tropical no benthics
245,249.7,Olenikian,Early Triassic,Triassic,0.38,0.113137085,2,-7.53,0.664680374,2,26.35,0.070710678,2,0.708106698,0.000126885,14,tropical no benthics
249.7,251,Induan,Early Triassic,Triassic,NA,NA,0,NA,NA,0,17.525,4.895150662,4,0.70767952,0.000319734,17,tropical no benthics
251,253.8,Changhsingian,Lopingian,Permian,3.2365,1.441177424,20,-4.2615,2.124197124,20,NA,NA,0,0.707283194,0.000224576,14,tropical no benthics
253.8,260.4,Wuchiapingian,Lopingian,Permian,3.617878788,0.841244456,33,-3.537878788,1.013545009,33,NA,NA,0,0.707206216,0.000206456,21,tropical no benthics
260.4,265.5,Capitanian,Guadalupian,Permian,4.853,0.780223315,20,-2.796,1.268527534,20,11,NA,1,0.7071732,0.000313435,5,tropical no benthics
265.5,268,Wordian,Guadalupian,Permian,5.966956522,1.527711999,23,-4.134782609,2.10291112,23,14.1,4.344536799,5,0.707232667,0.000141302,3,tropical no benthics
268,270.6,Roadian,Guadalupian,Permian,3.404615385,1.986322462,13,-3.360769231,0.87565653,13,NA,NA,0,0.707082,NA,1,tropical no benthics
270.6,275.6,Kungurian,Cisuralian,Permian,4.244634146,1.535286777,41,-3.654634146,2.558893411,41,14.4,1.272792206,2,0.707006872,8.48E-05,9,tropical no benthics
275.6,284.4,Artinskian,Cisuralian,Permian,3.147857143,1.470045413,14,-4.876666667,1.883272458,12,12.58333333,1.08888322,6,0.707169235,0.00016623,48,tropical no benthics
284.4,294.6,Sakmarian,Cisuralian,Permian,3.1425,1.678057976,8,-4.4725,2.017386924,8,NA,NA,0,0.707566333,0.000266031,40,tropical no benthics
294.6,299,Asselian,Cisuralian,Permian,4.311923077,1.039584606,26,-2.680769231,1.988003869,26,12.6,NA,1,0.707962258,0.000148195,22,tropical no benthics
299,303.9,Gzelian,Late Pennsylvanian, Pennsylvanian,3.698980583,1.035469696,206,-2.596456311,0.910317321,206,12.5,0.141421356,2,0.708201007,8.93E-05,10,tropical no benthics
303.9,306.5,Kasimovian,Late Pennsylvanian, Pennsylvanian,3.761917808,1.028486896,219,-2.253881279,0.698272445,219,11.55,0.494974747,2,0.708251706,8.72E-05,17,tropical no benthics
306.5,311.7,Moscovian,Middle Pennsylvanian, Pennsylvanian,4.719270759,1.468788351,165,-2.636655701,1.058453032,168,13.325,0.394757309,4,0.708279488,4.45E-05,41,tropical no benthics
311.7,318.1,Bashkirian,Early Pennsylvanian, Pennsylvanian,4.498000769,1.151715621,108,-2.769581901,2.25325693,107,15.55714286,0.818244346,7,0.708276828,9.65E-05,29,tropical no benthics
318.1,326.4,Serpukhovian,Late Mississipian,Mississipian,2.498823548,1.649285045,107,-3.161441008,1.627006213,109,14.5875,0.944816687,8,0.70802013,0.000159095,31,tropical no benthics
326.4,345.3,Visean,Middle Mississipian,Mississipian,2.721746413,1.524571885,304,-4.147130825,2.622939841,304,15.25454545,2.273483511,11,0.707842963,0.000184999,196,tropical no benthics
345.3,359.2,Tournaisian,Early Mississipian,Mississipian,2.743454155,1.760538651,161,-3.787639394,2.046047716,161,19.56666667,1.803699901,3,0.708086662,0.000231644,84,tropical no benthics
359.2,374.5,Fammenian,Late Devonian,Devonian,1.057857143,1.378615401,28,-5.68175,1.799176289,40,NA,NA,0,0.708255904,0.000155352,48,tropical no benthics
374.5,385.3,Frasnian,Late Devonian,Devonian,0.858515625,1.490372149,64,-5.998685484,1.571403284,93,24.02,1.999249859,5,0.708108551,7.69E-05,87,tropical no benthics
385.3,391.8,Givetian,Middle Devonian,Devonian,0.914360406,1.422081801,197,-5.11764,1.616569946,223,23.1,0.707106781,2,0.707853846,5.60E-05,55,tropical no benthics
391.8,397.5,Eifelian,Middle Devonian,Devonian,0.898137931,1.310947278,29,-3.947525,1.13351448,40,16.4,NA,1,0.707904679,8.19E-05,90,tropical no benthics
397.5,407,Emsian,Early Devonian,Devonian,0.352871429,0.919478476,210,-5.940741784,1.334958495,213,17,3.892942332,5,0.707930792,0.000127822,93,tropical no benthics
407,411.2,Pragian,Early Devonian,Devonian,1.443670886,0.991918857,79,-5.348101266,1.678816033,79,NA,NA,0,0.7084844,0.000129784,5,tropical no benthics
411.2,416,Lochkovian,Early Devonian,Devonian,2.243762376,0.845034735,101,-5.831089109,1.811499876,101,24.33333333,4.152509282,3,0.708714231,4.69E-05,26,tropical no benthics
416,418.7,Pridoli,Pridoli,Silurian,0.371333333,1.561729221,30,-5.505609756,1.011993203,41,25.32,3.276736181,5,0.708725989,3.46E-05,17,tropical no benthics
418.7,421.3,Ludfordian,Ludlow,Silurian,3.234974874,2.958531043,199,-4.704974874,1.114590958,199,27.13333333,3.295957119,3,0.70869695,3.74E-05,45,tropical no benthics
421.3,422.9,Gorstian,Ludlow,Silurian,1.281698113,1.773018664,106,-5.22990566,1.436624016,106,25.7,NA,1,0.708576928,8.74E-05,20,tropical no benthics
422.9,426.2,Homerian,Wenlock,Silurian,0.93873065,1.539006475,323,-4.471517028,0.664655977,323,27.88571429,4.838191319,7,0.708446231,6.67E-05,41,tropical no benthics
426.2,428.2,Sheinwoodian,Wenlock,Silurian,3.328874172,1.363716756,151,-4.927748344,0.59576189,151,25.95,6.293250353,2,0.708372337,5.15E-05,61,tropical no benthics
428.2,436,Telychian,Llandovery,Silurian,1.284476744,0.664585687,86,-5.257906977,0.558021961,86,27.24,2.679178979,5,0.70824117,9.65E-05,50,tropical no benthics
436,439,Aeronian,Llandovery,Silurian,1.3272,1.486473792,25,-4.2596,0.646802907,25,29.64,3.326108838,5,0.708067313,4.40E-05,13,tropical no benthics
439,443.7,Rhuddanian,Llandovery,Silurian,0.9575,0.390665387,28,-4.299642857,0.596803101,28,28.6,3.0757113,4,0.70800279,9.06E-05,5,tropical no benthics
443.7,445.6,Hirnantian,Late Ordovician,Ordovician,2.534867257,2.493001316,113,-3.502654867,1.175588772,113,14.5,NA,1,0.707962627,0.000158546,33,tropical no benthics
445.6,455.8,Katian,Late Ordovician,Ordovician,0.430680473,0.803287319,169,-4.89797619,0.826616768,168,24.6,4.745524207,5,0.707928098,0.000124484,72,tropical no benthics
455.8,460.9,Sandbian,Late Ordovician,Ordovician,-0.378795918,0.738439514,49,-5.194877551,0.732984244,49,24.83333333,2.281081615,3,0.708103198,0.00018332,38,tropical no benthics
460.9,468.1,Darriwillian,Middle Ordovician,Ordovician,-0.393333333,0.714878014,30,-6.817333333,0.918713243,30,23.9,6.929646456,2,0.708524723,0.00033991,25,tropical no benthics
468.1,471.8,Dapingian,Middle Ordovician,Ordovician,-1.989411765,0.949588533,17,-7.58,1.095433704,17,27.9,NA,1,0.709005234,0.000306997,13,tropical no benthics
471.8,478.6,Floian,Early Ordovician,Ordovician,-1.13647561,0.654683681,82,-7.838780488,1.393898388,82,28.86666667,2.742869544,3,0.708886399,0.000149216,74,tropical no benthics
478.6,488.3,Tremadocian,Early Ordovician,Ordovician,-1.419705882,0.675204762,17,-9.547235294,0.833171616,17,27.3,5.716642371,3,0.709013117,0.000119455,123,tropical no benthics
488.3,501,Pabian,Furongian,Cambrian,NA,NA,0,NA,NA,0,33.26,3.233883115,5,0.709100726,6.29E-05,58,tropical no benthics
