"number","study.ID","effect..","coder","Full.citation","In.text.Citation","Year","Type","Phylum","Bivalve..Gastropod","Taxon","Tax.level","Aggregate.Trait","Author.s.Trait","Trait.category","Start.stage","End.stage","Aggregate.Age..Event","Age..Event","Global.Regional","Location","Data.source","Odds.Ratio","Var.Odds.Ratio","Log.odds.ratio","Var.Lnor","X..Ext","X..Surv","Total...Ext","Total...Surv","N","X.","per.capita.extinction","N.1","Total.per.capita.extinction","notes","x.square","n","df","p..sur.extinct.","X..group.a.extinct","X..group.b.extinct","p..before.after.","coefficient","d.f.","p","Note","X","Test.type","Trait.Type.Species.Total","Mean.Duration..my.","p.1","z","Parametric.Non","Test","n.1","p.2","test.stat","df.1","del.18O","del.13C","X87Sr.86Sr","del.34S","BC.extinction.rate","BC.extinction.ratePBDB","BC.extinction.rate.max","BC.extinction.ratePBDB.max","mean_d13C.gr","stdev_d13C.gr","d13C_N.gr","mean_d18O.gr","stdev_d18O.gr","d18O_N.gr","sea_level...first.diffs.","sea_level_residuals","mean_d13C.prok","stdev_d13C.prok","N_d13C.prok","mean_d18O.prok","stdev_d18O.prok","N_d18O.prok","mean_d34S.prok","stdev_d34S.prok","N_d34S.prok","mean_87Sr.86Sr.prok","stdev_87Sr.86Sr.prok","N_87Sr.86Sr.prok","Volcanism","Flood_basalt","Bolide","OA","Start..Ma.","End..Ma.","lnor","vlnor","lnorReg","vlnorReg","cluster","meanDate","timeSpan","MultipleStages"
NA,"Bretsky 1973 EPP",2,"EO","Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.","Bretsky 1973",1973,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Endemic","Narrow","Lochkovian","Emsian","Early Devonian","Early Devonian","1","global","Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2",NA,NA,NA,NA,14,29,17,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.44828888888889,1.20154333333333,0.70838,21.5617777777778,0.122,0.0886666666666667,0.122,0.0886666666666667,1.29754033675029,0.76172369432862,60.3333333333335,-4.87978586445571,1.42365548225272,60.3333333333335,-4.172,-0.344937079,1.34676823033333,0.918810689333333,130,-5.706644053,1.60842480133333,131,20.666666665,4.022725807,2.66666666666667,0.708376474333333,0.000101502,41.3333333333333,0,0,0,0,416,397.5,-1.35561303774328,0.266571388716905,-1.63430767817383,0.415975368314383,23,406.75,18.5,"FALSE"
NA,"Bretsky 1973 EPP",1,"EO","Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.","Bretsky 1973",1973,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Cosmospolitan","Broad","Gorstian","Pridolian","Late Silurian","Late Silurian","1","global","Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2",NA,NA,NA,NA,4,25,14,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.11546666666667,1.77941111111111,0.708641666666667,26.0788888888889,0.117,0.161,0.117,0.161,1.4105497655278,1.49968818779852,88.6111111111111,-5.13798583871621,1.06287168406644,93.5,5.51366666666667,3.708711594,1.62933544,2.09775964266667,111.666666666667,-5.14683009666667,1.187736059,115.333333333333,26.05111111,3.28634665,3,0.708666622333333,5.31333333333333e-05,27.3333333333333,0,0,0,0,422.9,416,1.11038961038961,0.37012987012987,1.11556184698188,0.407958055016878,24,419.45,6.89999999999998,"FALSE"
NA,"Bretsky 1973 EPP",2,"EO","Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.","Bretsky 1973",1973,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Endemic","Narrow","Gorstian","Pridolian","Late Silurian","Late Silurian","1","global","Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2",NA,NA,NA,NA,10,19,14,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.11546666666667,1.77941111111111,0.708641666666667,26.0788888888889,0.117,0.161,0.117,0.161,1.4105497655278,1.49968818779852,88.6111111111111,-5.13798583871621,1.06287168406644,93.5,5.51366666666667,3.708711594,1.62933544,2.09775964266667,111.666666666667,-5.14683009666667,1.187736059,115.333333333333,26.05111111,3.28634665,3,0.708666622333333,5.31333333333333e-05,27.3333333333333,0,0,0,0,422.9,416,-1.11038961038961,0.37012987012987,-1.11556184698188,0.407958055016879,24,419.45,6.89999999999998,"FALSE"
NA,"Bretsky 1973 EPP",1,"EO","Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.","Bretsky 1973",1973,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Cosmospolitan","Broad","Sheinwoodian","Homerian","Middle Silurian","Middle Silurian","1","global","Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2",NA,NA,NA,NA,3,21,12,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.844975,1.8122,0.708425,27.143,0.03,0.0355,0.03,0.0355,1.67637342751258,2.1219749447824,315,-4.97111794630034,1.01549308854915,317.75,6.0445,10.2004473785,2.133802411,1.4513616155,237,-4.699632686,0.6302089335,237,26.917857145,5.565720836,4.5,0.708409284,5.91e-05,51,0,0,0,0,428.2,422.9,1.22910610465116,0.549600290697674,0.95306645603437,0.481933515960444,25,425.55,5.30000000000001,"FALSE"
NA,"Bretsky 1973 EPP",2,"EO","Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.","Bretsky 1973",1973,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Endemic","Narrow","Sheinwoodian","Homerian","Middle Silurian","Middle Silurian","1","global","Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2",NA,NA,NA,NA,9,22,12,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.844975,1.8122,0.708425,27.143,0.03,0.0355,0.03,0.0355,1.67637342751258,2.1219749447824,315,-4.97111794630034,1.01549308854915,317.75,6.0445,10.2004473785,2.133802411,1.4513616155,237,-4.699632686,0.6302089335,237,26.917857145,5.565720836,4.5,0.708409284,5.91e-05,51,0,0,0,0,428.2,422.9,-0.736696270841905,0.329417031677274,-0.95306645603437,0.481933515960444,25,425.55,5.30000000000001,"FALSE"
NA,"Bretsky 1973 EPP",1,"EO","Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.","Bretsky 1973",1973,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Cosmospolitan","Broad","Rhuddanian","Telychian","Early Silurian","Early Silurian","1","global","Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2",NA,NA,NA,NA,2,18,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.50091111111111,1.33161111111111,0.70812,27.3855555555556,0.0413333333333333,0.043,0.0413333333333333,0.043,1.49901449117296,1.40868660107409,182.666666666667,-4.59385492524949,0.732907217946202,182.666666666667,-1.09,5.40520321633333,1.18972558133333,0.847241622,46.3333333333333,-4.60571661133333,0.600542656333333,46.3333333333333,28.4933333333333,3.02699970566667,4.66666666666667,0.708103757666667,7.70333333333333e-05,22.6666666666667,0,0,0,0,443.7,428.2,-0.176000000000002,0.968,-0.118783535989968,1.20072072072072,26,435.95,15.5,"FALSE"
NA,"Bretsky 1973 EPP",2,"EO","Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.","Bretsky 1973",1973,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Endemic","Narrow","Rhuddanian","Telychian","Early Silurian","Early Silurian","1","global","Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2",NA,NA,NA,NA,1,12,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.50091111111111,1.33161111111111,0.70812,27.3855555555556,0.0413333333333333,0.043,0.0413333333333333,0.043,1.49901449117296,1.40868660107409,182.666666666667,-4.59385492524949,0.732907217946202,182.666666666667,-1.09,5.40520321633333,1.18972558133333,0.847241622,46.3333333333333,-4.60571661133333,0.600542656333333,46.3333333333333,28.4933333333333,3.02699970566667,4.66666666666667,0.708103757666667,7.70333333333333e-05,22.6666666666667,0,0,0,0,443.7,428.2,0.416568047337278,2.29112426035503,0.118783535989968,1.20072072072072,26,435.95,15.5,"FALSE"
NA,"Bretsky 1973 EPP",1,"EO","Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.","Bretsky 1973",1973,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Cosmospolitan","Broad","Sandblian","Hirnantian","Late Ordovician","Late Ordovician","1","global","Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2",NA,NA,NA,NA,6,20,33,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.84829722222222,0.462505138888889,0.7080225,24.9800555555556,0.141,0.152,0.141,0.152,0.37569649222851,1.05112775957084,99.4444444444443,-4.96100766060178,0.871293739839787,99.1111111111112,1.21066666666667,-3.86567452766667,0.862250604,1.344909383,110.333333333333,-4.53183620266667,0.911729928,110,21.31111111,3.513302911,3,0.707997974333333,0.00015545,47.6666666666667,0,0,0,0,460.9,443.7,2.11449653394501,0.531715502687927,0.951263275084276,0.268841024283325,27,452.3,17.2,"FALSE"
NA,"Bretsky 1973 EPP",2,"EO","Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.","Bretsky 1973",1973,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Endemic","Narrow","Sandblian","Hirnantian","Late Ordovician","Late Ordovician","1","global","Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2",NA,NA,NA,NA,27,33,33,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.84829722222222,0.462505138888889,0.7080225,24.9800555555556,0.141,0.152,0.141,0.152,0.37569649222851,1.05112775957084,99.4444444444443,-4.96100766060178,0.871293739839787,99.1111111111112,1.21066666666667,-3.86567452766667,0.862250604,1.344909383,110.333333333333,-4.53183620266667,0.911729928,110,21.31111111,3.513302911,3,0.707997974333333,0.00015545,47.6666666666667,0,0,0,0,460.9,443.7,-0.397055460263007,0.0998443555047328,-0.951263275084276,0.268841024283325,27,452.3,17.2,"FALSE"
NA,"Bretsky 1973 EPP",1,"EO","Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.","Bretsky 1973",1973,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Cosmospolitan","Broad","Dapingian","Darriwilian","Middle Ordovician","Middle Ordovician","1","global","Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2",NA,NA,NA,NA,0,14,15,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.452025,-0.707231875,0.70851875,26.2690833333333,0.0975,0.0475,0.0975,0.0475,-0.935475472240181,0.737445126485208,38.5,-7.0206164260576,0.979014598865904,38.5,-4.47,-2.5000017115,-1.191372549,0.8322332735,23.5,-7.1986666665,1.0070734735,23.5,25.9,6.929646456,1.5,0.7087649785,0.0003234535,19,0,0,0,0,471.8,460.9,5.42857142857143,1.4734693877551,2.75823176663707,2.16856936557188,28,466.35,10.9,"FALSE"
NA,"Bretsky 1973 EPP",2,"EO","Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.","Bretsky 1973",1973,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Endemic","Narrow","Dapingian","Darriwilian","Middle Ordovician","Middle Ordovician","1","global","Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2",NA,NA,NA,NA,15,28,15,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.452025,-0.707231875,0.70851875,26.2690833333333,0.0975,0.0475,0.0975,0.0475,-0.935475472240181,0.737445126485208,38.5,-7.0206164260576,0.979014598865904,38.5,-4.47,-2.5000017115,-1.191372549,0.8322332735,23.5,-7.1986666665,1.0070734735,23.5,25.9,6.929646456,1.5,0.7087649785,0.0003234535,19,0,0,0,0,471.8,460.9,-0.575446187128178,0.15619253650622,-2.75823176663707,2.16856936557188,28,466.35,10.9,"FALSE"
NA,"Bretsky 1973 EPP",1,"EO","Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.","Bretsky 1973",1973,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Cosmospolitan","Broad","Tremadocian","Floian","Early Ordovician","Early Ordovician","1","global","Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2",NA,NA,NA,NA,0,3,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.60568333333334,-1.27151666666667,0.708936666666667,29.0271666666667,0.041,0,0.041,0,-1.29781974969475,0.698261274114,32.6666666666667,-8.82260082238024,0.995191874214407,32.6666666666667,-7.414,-11.65573403,-1.278090746,0.6649442215,49.5,-8.693007891,1.113535002,49.5,28.083333335,4.2297559575,3,0.708949758,0.0001343355,98.5,0,0,0,0,488.3,471.8,7.27272727272727,7.75757575757576,1.51059207779747,2.585179526356,29,480.05,16.5,"FALSE"
NA,"Bretsky 1973 EPP",2,"EO","Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.","Bretsky 1973",1973,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Endemic","Narrow","Tremadocian","Floian","Early Ordovician","Early Ordovician","1","global","Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2",NA,NA,NA,NA,5,8,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.60568333333334,-1.27151666666667,0.708936666666667,29.0271666666667,0.041,0,0.041,0,-1.29781974969475,0.698261274114,32.6666666666667,-8.82260082238024,0.995191874214407,32.6666666666667,-7.414,-11.65573403,-1.278090746,0.6649442215,49.5,-8.693007891,1.113535002,49.5,28.083333335,4.2297559575,3,0.708949758,0.0001343355,98.5,0,0,0,0,488.3,471.8,-0.387305002689618,0.413125336202259,-1.51059207779747,2.585179526356,29,480.05,16.5,"FALSE"
NA,"Crampton 2010 BIS",1,"EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Narrow","Priabonian","Priabonian","Late Eocene","Late Eocene","0","New Zealand",NA,NA,NA,NA,NA,16,5,24,13,NA,NA,NA,NA,NA,"The early and middle Eocene may be problematic (thus, it was not included), as this is drawn from a duration dataset, it will not include extinctions in species whose FO were before the Ypresian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.333853333333333,1.66603333333333,0.70782,22.0323333333333,0.163,0.076,0.163,0.076,1.33112533093342,0.597175185692991,162.333333333333,-1.33043226045321,1.48514185201286,174.333333333333,-0.076,-4.962890781,1.676363636,0.730852553,11,-0.24,0.188293774,12,22.1085,0.399812803,10,0.707778375,5.43e-05,8,0,0,1,0,37.2,33.9,-0.851909994767138,0.358189429618001,-1.09861228866811,0.477718360071301,30,35.55,3.3,"TRUE"
NA,"Crampton 2010 BIS",2,"EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Broad","Priabonian","Priabonian","Late Eocene","Late Eocene","0","New Zealand",NA,NA,NA,NA,NA,8,8,24,13,NA,NA,NA,NA,NA,"The early and middle Eocene may be problematic (thus, it was not included), as this is drawn from a duration dataset, it will not include extinctions in species whose FO were before the Ypresian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.333853333333333,1.66603333333333,0.70782,22.0323333333333,0.163,0.076,0.163,0.076,1.33112533093342,0.597175185692991,162.333333333333,-1.33043226045321,1.48514185201286,174.333333333333,-0.076,-4.962890781,1.676363636,0.730852553,11,-0.24,0.188293774,12,22.1085,0.399812803,10,0.707778375,5.43e-05,8,0,0,1,0,37.2,33.9,1.46754807692308,0.617037259615385,1.09861228866811,0.477718360071301,30,35.55,3.3,"TRUE"
NA,"Crampton 2010 BIS",1,"EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Narrow","Rupelian","Rupelian",NA,NA,"0","New Zealand",NA,NA,NA,NA,NA,1,2,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.31455,1.08796,0.707953333333333,21.8263333333333,0.101,0.048,0.101,0.048,1.08079951639708,0.572362501129902,164.333333333333,-1.07667254368264,1.4178693732604,177.666666666667,1.58,-6.604202176,0.766086957,0.333558488,23,-0.268,0.264606626,25,21.698,0.221743095,5,0.707927712,6.31e-05,66,1,1,0,0,33.9,28.4,-12,16,-2.43361335540045,3.1719298245614,31,31.15,5.5,"TRUE"
NA,"Crampton 2010 BIS",2,"EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Broad","Rupelian","Rupelian",NA,NA,"0","New Zealand",NA,NA,NA,NA,NA,0,9,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.31455,1.08796,0.707953333333333,21.8263333333333,0.101,0.048,0.101,0.048,1.08079951639708,0.572362501129902,164.333333333333,-1.07667254368264,1.4178693732604,177.666666666667,1.58,-6.604202176,0.766086957,0.333558488,23,-0.268,0.264606626,25,21.698,0.221743095,5,0.707927712,6.31e-05,66,1,1,0,0,33.9,28.4,1.33333333333333,1.77777777777778,2.43361335540045,3.1719298245614,31,31.15,5.5,"TRUE"
NA,"Crampton 2010 BIS",1,"EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Narrow","Chattian","Chattian",NA,NA,"0","New Zealand",NA,NA,NA,NA,NA,18,12,34,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.465816666666667,1.11909333333333,0.70813,21.7316666666667,0.101,0.048,0.101,0.048,1.46669309788122,0.687534453298071,129.333333333333,-0.635226465251269,1.13889106757698,143.666666666667,3.275,-9.477254873,0.791470588,0.350291068,34,-0.404864865,0.464103806,37,21.59952381,0.211296075,7,0.708148517,9.3e-05,87,0,0,0,0,28.4,23.03,-0.657811511701455,0.28505165507063,-0.55909617243919,0.245942165942166,32,25.715,5.37,"TRUE"
NA,"Crampton 2010 BIS",2,"EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Broad","Chattian","Chattian",NA,NA,"0","New Zealand",NA,NA,NA,NA,NA,16,19,34,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.465816666666667,1.11909333333333,0.70813,21.7316666666667,0.101,0.048,0.101,0.048,1.46669309788122,0.687534453298071,129.333333333333,-0.635226465251269,1.13889106757698,143.666666666667,3.275,-9.477254873,0.791470588,0.350291068,34,-0.404864865,0.464103806,37,21.59952381,0.211296075,7,0.708148517,9.3e-05,87,0,0,0,0,28.4,23.03,0.48329009022964,0.209425705766177,0.55909617243919,0.245942165942166,32,25.715,5.37,"TRUE"
NA,"Crampton 2010 BIS",1,"EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Narrow","Aquitanian","Aquitanian",NA,NA,"0","New Zealand",NA,NA,NA,NA,NA,9,20,14,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.619433333333333,1.73949333333333,0.70834,21.7723333333333,0.121,0.046,0.121,0.046,1.96797091797092,0.636304647773335,32.6666666666667,-0.231306451360773,0.914092489130945,52.6666666666667,3.779,-13.9216269,1.839090909,0.859342243,11,-0.72,0.372209618,21,21.95,0.070710678,2,0.708306298,6.06e-05,47,0,0,0,0,23.03,20.43,-1.09002887718702,0.42653303889927,-0.910509083569482,0.369760132602542,33,21.73,2.6,"TRUE"
NA,"Crampton 2010 BIS",2,"EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Broad","Aquitanian","Aquitanian",NA,NA,"0","New Zealand",NA,NA,NA,NA,NA,5,29,14,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.619433333333333,1.73949333333333,0.70834,21.7723333333333,0.121,0.046,0.121,0.046,1.96797091797092,0.636304647773335,32.6666666666667,-0.231306451360773,0.914092489130945,52.6666666666667,3.779,-13.9216269,1.839090909,0.859342243,11,-0.72,0.372209618,21,21.95,0.070710678,2,0.708306298,6.06e-05,47,0,0,0,0,23.03,20.43,0.793005437469106,0.310306475531389,0.910509083569482,0.369760132602542,33,21.73,2.6,"TRUE"
NA,"Crampton 2010 BIS",1,"EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Narrow","Burdigalian","Burdigalian",NA,NA,"0","New Zealand",NA,NA,NA,NA,NA,6,34,11,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.835506666666667,2.3289,0.70855,21.8793333333333,0.036,0,0.036,0,2.41331002331002,0.505867570970358,19,-0.499775687832233,0.875441751138651,41.6666666666667,-1.15,-18.84480749,2.629166667,0.24835672,12,-0.7475,0.532025951,32,21.8175,0.191898411,4,0.708559312,0.000124064,186,1,1,0,0,20.43,15.97,-0.829090909090908,0.58524064171123,-0.567676568295543,0.384067318638868,34,18.2,4.46,"TRUE"
NA,"Crampton 2010 BIS",2,"EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Broad","Burdigalian","Burdigalian",NA,NA,"0","New Zealand",NA,NA,NA,NA,NA,5,51,11,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.835506666666667,2.3289,0.70855,21.8793333333333,0.036,0,0.036,0,2.41331002331002,0.505867570970358,19,-0.499775687832233,0.875441751138651,41.6666666666667,-1.15,-18.84480749,2.629166667,0.24835672,12,-0.7475,0.532025951,32,21.8175,0.191898411,4,0.708559312,0.000124064,186,1,1,0,0,20.43,15.97,0.423005565862708,0.298592164138383,0.567676568295543,0.384067318638868,34,18.2,4.46,"TRUE"
