,,,,Biblio info,,,,Selectivity info,,,,,,,,,,,,,,Odds ratio,,Log odds ratio,,Raw numbers,,,,Percent Extinction,,Extinction Rate,,,,Chi Square,,,,,,,GLM,,,,,,Mean Species Duration/Longevity,,,,Additional Stats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
number,study ID,effect #,coder,Full citation,In-text Citation,Year,Type,Phylum,Bivalve/ Gastropod,Taxon,Tax level,Aggregate Trait,Author's Trait,Trait category,Start stage,End stage,Aggregate Age/ Event,Age/ Event,Global/Regional,Location,Data source,Odds Ratio,Var Odds Ratio,Log odds ratio,Var Lnor,# Ext,# Surv,Total # Ext,Total # Surv,N,%,per-capita extinction,N,Total per-capita extinction,notes,x-square,n,df,p (sur/extinct),% group a extinct,% group b extinct,p (before/after),coefficient,d.f.,p,Note,,Test type,Trait Type Species Total ,Mean Duration (my),p,z,Parametric/Non,Test,n,p,test stat,df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Clapham 2009 EGE,2,EO,"Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.",Clapham et al. 2009,2009,PR,Mollusca,Bivalve,bivalve,genera,Life Habit,Shallow and Deep Infaunal,Infaunal,Wordian,Pleistocene,Middle Permian,Wordian,1,global,dx.doi.org/10.1666/08033.s1,,,,,,,,,,,0.0122,,0.0415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Clapham 2009 EGE,1,EO,"Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.",Clapham et al. 2009,2009,PR,Mollusca,Bivalve,bivalve,genera,Life Habit,Epifaunal and Semi-Infaunal,Epifaunal,Wuchiapingian,Pleistocene,Late Permian,Wuchiapingian,1,global,dx.doi.org/10.1666/08033.s1,,,,,,,,,,,0.0293,,0.0345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Clapham 2009 EGE,2,EO,"Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.",Clapham et al. 2009,2009,PR,Mollusca,Bivalve,bivalve,genera,Life Habit,Shallow and Deep Infaunal,Infaunal,Wuchiapingian,Pleistocene,,Wuchiapingian,1,global,dx.doi.org/10.1666/08033.s1,,,,,,,,,,,0.0393,,0.0345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Elder 1989 MEP,1,EO,"Elder, William P. 1989. Molluscan extinction patterns across the Cenomanian-Turonian stage boundary in the western interior of the United States. Paleobiology 15: 299-320.",Elder 1989,1989,PR,Mollusca,Bivalve,bivalve,species,Life Habit,Life Habit,Epifaunal,Cenomanian,Pleistocene,Late Cretaceous,Upper Cenomanian,0,Western Interior U.S,,,,,,15,14,18,22,,,,,,Cenomanian-Turonian Stage Boundary (C-T),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Elder 1989 MEP,2,EO,"Elder, William P. 1989. Molluscan extinction patterns across the Cenomanian-Turonian stage boundary in the western interior of the United States. Paleobiology 15: 299-320.",Elder 1989,1989,PR,Mollusca,Bivalve,bivalve,species,Life Habit,Life Habit,Infaunal,Cenomanian,Pleistocene,Late Cretaceous,Upper Cenomanian,0,Western Interior U.S,,,,,,3,8,18,22,,,,,,Cenomanian-Turonian Stage Boundary (C-T),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Elder 1989 MEP,1,EO,"Elder, William P. 1989. Molluscan extinction patterns across the Cenomanian-Turonian stage boundary in the western interior of the United States. Paleobiology 15: 299-320.",Elder 1989,1989,PR,Mollusca,Bivalve,bivalve,species,Life Habit,Life Habit,Epifaunal,Turonian,Pleistocene,Late Cretaceous,Lower Turonian/ Watinoceras Zone,0,Western Interior U.S,,,,,,3,13,3,22,,,,,,Cenomanian-Turonian Stage Boundary (C-T),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Elder 1989 MEP,2,EO,"Elder, William P. 1989. Molluscan extinction patterns across the Cenomanian-Turonian stage boundary in the western interior of the United States. Paleobiology 15: 299-320.",Elder 1989,1989,PR,Mollusca,Bivalve,bivalve,species,Life Habit,Life Habit,Infaunal,Turonian,Pleistocene,Late Cretaceous,Lower Turonian/ Watinoceras Zone,0,Western Interior U.S,,,,,,0,9,3,22,,,,,,Cenomanian-Turonian Stage Boundary (C-T),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hansen et al. 1993a,1,EO,"Hansen, Thor, Upshaw, Banks, Kauffman, Erle, and Guse, Wulf, Patterns of molluscan extinction and recovery across the Cretaceous-Tertiary boundary in east Texas; report on new outcrops: Cretaceous Research, v. 14, p. 685-706.",Hansen et al. 1993a,1993,PR,Mollusca,Bivalve,bivalve,species,Life Habit,,Infaunal,Maastrichtian,Pleistocene,K/T,K/T,0,"Brozos River, Texas",N/A,,,,,42,8,76,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hansen et al. 1993a,2,EO,"Hansen, Thor, Upshaw, Banks, Kauffman, Erle, and Guse, Wulf, Patterns of molluscan extinction and recovery across the Cretaceous-Tertiary boundary in east Texas; report on new outcrops: Cretaceous Research, v. 14, p. 685-706.",Hansen et al. 1993a,1993,PR,Mollusca,Bivalve,bivalve,species,Life Habit,,Epifaunal,Maastrichtian,Pleistocene,K/T,K/T,0,"Brozos River, Texas",N/A,,,,,34,10,76,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hautmann 2008 ERP,1,EO,"Hautmann, M., F. Stiller, Cai Huawei, and Sha Jingeng. 2008. Extinction-recovery pattern of level-bottom faunas across the triassic-jurassic boundary in Tibet: implications for potential killing mechanisms. PALAIOS 23: 711-718.",Hautmann et al. 2008,2008,PR,Mollusca,Bivalve,bivalve,species,Life Habit,Life Habit,Epifuanal ,Rhaetian,Pleistocene,End Triassic,End Triassic,0,Tibet,,,,,,3,4,6,6,,,,,,This paper included a larger dataset but I've only included the analysis they ran (which was only from one formation),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hautmann 2008 ERP,2,EO,"Hautmann, M., F. Stiller, Cai Huawei, and Sha Jingeng. 2008. Extinction-recovery pattern of level-bottom faunas across the triassic-jurassic boundary in Tibet: implications for potential killing mechanisms. PALAIOS 23: 711-718.",Hautmann et al. 2008,2008,PR,Mollusca,Bivalve,bivalve,species,Life Habit,Life Habit,Infaunal ,Rhaetian,Pleistocene,End Triassic,End Triassic,0,Tibet,,,,,,3,2,6,6,,,,,,This paper included a larger dataset but I've only included the analysis they ran (which was only from one formation),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Heinburg 1999  LBD,1,EO,"Heinberg, C. 1999. Lower Danian bivalves, Stevns Klint, Denmark: continuity across the K/T boudary.  Palaeogeography, Palaeoclimatology, Palaeoecology. 87-106.",Heinberg 1999,1999,PR,Mollusca,Bivalve,bivalve,species,Life Habit,Infaunal,Infaunal,Maastrichtian,Pleistocene,K/T,K/T,0,"Stevns Klint, Denmark",,,,,,37,19,74,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Heinburg 1999 LDB,2,EO,"Heinberg, C. 1999. Lower Danian bivalves, Stevns Klint, Denmark: continuity across the K/T boudary.  Palaeogeography, Palaeoclimatology, Palaeoecology. 87-106.",Heinberg 1999,1999,PR,Mollusca,Bivalve,bivalve,species,Life Habit,Epifaunal,Epifaunal,Maastrichtian,Pleistocene,K/T,K/T,0,"Stevns Klint, Denmark",,,,,,37,6,74,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jablonski 2005,1,EO,"Jablonski, David, 2005, Mass extinctions and macroevolution: Paleontological Society, v. 31, p. 192-210.",Jablonski 2005,2005,PR,Mollusca,Bivalve,bivalve,genera,Life Habit,Infaunal,Infaunal,Changhsingian,Pleistocene,P/TR,P/TR,0,Gulf and Atlantic Coastal Plain,Jablonski global database,,,,,,,,,,47.1641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jablonski 2005,2,EO,"Jablonski, David, 2005, Mass extinctions and macroevolution: Paleontological Society, v. 31, p. 192-210.",Jablonski 2005,2005,PR,Mollusca,Bivalve,bivalve,genera,Life Habit,Epifaunal,Epifaunal,Changhsingian,Pleistocene,P/TR,P/TR,0,Gulf and Atlantic Coastal Plain,Jablonski global database,,,,,,,,,,44.3633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jablonski1995SEC,1,EO,"Jablonski, David and David M. Raup.  1995. Selectivity of End-Cretaceous Marine Bivalve Extinctions.  Science 268: 389-391.",Jablonski and Raup 1995,1995,PR,Mollusca,Bivalve,bivalve,genera,Life Habit,Life Habit,Infaunal,Maastrichtian,Pleistocene,K/T,K/T,1,global,Jablonski global database,,,,,114,84,167,130,,,,,,"by using geometric mean of height and length) of >4 cm, is",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jablonski1995SEC,2,EO,"Jablonski, David and David M. Raup.  1995. Selectivity of End-Cretaceous Marine Bivalve Extinctions.  Science 268: 389-391.",Jablonski and Raup 1995,1995,PR,Mollusca,Bivalve,bivalve,genera,Life Habit,Life Habit,Epifaunal,Maastrichtian,Pleistocene,K/T,K/T,1,global,Jablonski global database,,,,,53,46,167,130,,,,,,"31% (n = 36), whereas survivorship among genera of <4 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Knoll 2007 PEP,1,EO,"Knoll, Andrew H., Richard Bambach, Jonathan L. Payne, Sara Pruss, Woodward W. Fischer. 2007. Paleophysiology and end-Permian mass extinction. Earth and Planetary Letters 256: 295-313",Knoll et al. 2007,2007,PR,Mollusca,Bivalve,bivalve,genera,Life Habit,Life Habit,Infaunal,Changhsingian,Pleistocene,P/TR,P/TR,1,global,"Sepkoski's genus database (R. K. Bambach, A.H. Knoll, J.J. Sepkoski Jr. 2002. Anamatomical and ecological constraints on Phanerozioc animal diversity in the marine realm, Proc. Natl. Acad. Sci. U.S.A. 99:6854-6859)",,,,,4,12,26,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Knoll 2007 PEP,2,EO,"Knoll, Andrew H., Richard Bambach, Jonathan L. Payne, Sara Pruss, Woodward W. Fischer. 2007. Paleophysiology and end-Permian mass extinction. Earth and Planetary Letters 256: 295-313",Knoll et al. 2007,2007,PR,Mollusca,Bivalve,bivalve,genera,Life Habit,Life Habit,Epifaunal ,Changhsingian,Pleistocene,P/TR,P/TR,1,global,"Sepkoski's genus database (R. K. Bambach, A.H. Knoll, J.J. Sepkoski Jr. 2002. Anamatomical and ecological constraints on Phanerozioc animal diversity in the marine realm, Proc. Natl. Acad. Sci. U.S.A. 99:6854-6859)",,,,,22,20,26,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Knoll et al. 1996,1,EO,"Knoll, Andrew H., Bambach, R.K., Canfield, D.E., and Grotzinger, J.P., 1996, Comparative earth history and the Late Permian mass extinction: Science, News Series, v. 273, p. 452-457.",Knoll et al. 1996,1996,PR,Mollusca,Bivalve,bivalve,species,Life Habit,Epifaunal,Epifaunal,Capitanian,Pleistocene,,,1,global,,,,,,48,41,53,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Knoll et al. 1996,2,EO,"Knoll, Andrew H., Bambach, R.K., Canfield, D.E., and Grotzinger, J.P., 1996, Comparative earth history and the Late Permian mass extinction: Science, News Series, v. 273, p. 452-457.",Knoll et al. 1996,1996,PR,Mollusca,Bivalve,bivalve,species,Life Habit,Infaunal,Infaunal,Capitanian,Pleistocene,,,1,global,,,,,,5,19,53,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Knoll et al. 1996,1,EO,"Knoll, Andrew H., Bambach, R.K., Canfield, D.E., and Grotzinger, J.P., 1996, Comparative earth history and the Late Permian mass extinction: Science, News Series, v. 273, p. 452-457.",Knoll et al. 1996,1996,PR,Mollusca,Bivalve,bivalve,species,Life Habit,Epifaunal,Epifaunal,Changhsingian,Pleistocene,,,1,global,,,,,,16,20,18,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Knoll et al. 1996,2,EO,"Knoll, Andrew H., Bambach, R.K., Canfield, D.E., and Grotzinger, J.P., 1996, Comparative earth history and the Late Permian mass extinction: Science, News Series, v. 273, p. 452-457.",Knoll et al. 1996,1996,PR,Mollusca,Bivalve,bivalve,species,Life Habit,Infaunal,Infaunal,Changhsingian,Pleistocene,,,1,global,,,,,,2,11,18,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Knoll et al. 1996,1,EO,"Knoll, Andrew H., Bambach, R.K., Canfield, D.E., and Grotzinger, J.P., 1996, Comparative earth history and the Late Permian mass extinction: Science, News Series, v. 273, p. 452-457.",Knoll et al. 1996,1996,PR,Mollusca,Bivalve,bivalve,species,Life Habit,Epifaunal,Epifaunal,Wordian,Pleistocene,,,1,global,,,,,,13,73,15,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Knoll et al. 1996,2,EO,"Knoll, Andrew H., Bambach, R.K., Canfield, D.E., and Grotzinger, J.P., 1996, Comparative earth history and the Late Permian mass extinction: Science, News Series, v. 273, p. 452-457.",Knoll et al. 1996,1996,PR,Mollusca,Bivalve,bivalve,species,Life Habit,Infaunal,Infaunal,Wordian,Pleistocene,,,1,global,,,,,,2,20,15,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Knoll et al. 1996,1,EO,"Knoll, Andrew H., Bambach, R.K., Canfield, D.E., and Grotzinger, J.P., 1996, Comparative earth history and the Late Permian mass extinction: Science, News Series, v. 273, p. 452-457.",Knoll et al. 1996,1996,PR,Mollusca,Bivalve,bivalve,species,Life Habit,Epifaunal,Epifaunal,Wuchiapingian,Pleistocene,,,1,global,,,,,,16,32,24,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Knoll et al. 1996,2,EO,"Knoll, Andrew H., Bambach, R.K., Canfield, D.E., and Grotzinger, J.P., 1996, Comparative earth history and the Late Permian mass extinction: Science, News Series, v. 273, p. 452-457.",Knoll et al. 1996,1996,PR,Mollusca,Bivalve,bivalve,species,Life Habit,Infaunal,Infaunal,Wuchiapingian,Pleistocene,,,1,global,,,,,,8,12,24,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lockwood 2003 ANL,1,EO,"Lockwood, Rowan, Abundance not linked to survival across the end-Cretaceous mass extinction: patterns in North American bivalves: PNAS, v. 100, p. 2478-2482.",Lockwood 2003,2003,PR,Mollusca,Bivalve,bivalve,subgenera,Life Habit,Life Habit,Epifaunal,Maastrichtian,Pleistocene,K/T,K/T,0,Atlantic Coastal Plain,Sohl and Koch,,,,,56,53,150,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lockwood 2003 ANL,2,EO,"Lockwood, Rowan, Abundance not linked to survival across the end-Cretaceous mass extinction: patterns in North American bivalves: PNAS, v. 100, p. 2478-2482.",Lockwood 2003,2003,PR,Mollusca,Bivalve,bivalve,subgenera,Life Habit,Life Habit,Infaunal,Maastrichtian,Pleistocene,K/T,K/T,0,Atlantic Coastal Plain,Sohl and Koch,,,,,94,84,150,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,McClure 1995 NSE,1,EO,"McClure, M. and A. J. Bohonak. 1995. Non-selectivity in extinction of bivalves in the Late Cretaceous of the Atlantic Coastal Plain of North America. Journal of Evolutionary Biology 8: 779-794.",McClure and Bohank,1995,PR,Mollusca,Bivalve,bivalve,genera,Life Habit,Life Habit,Infaunal,Maastrichtian,Pleistocene,K/T,K/T,0,North America,jablonaki 1979/ pub. Sources,,,,,11,13,20,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,McClure 1995 NSE,2,EO,"McClure, M. and A. J. Bohonak. 1995. Non-selectivity in extinction of bivalves in the Late Cretaceous of the Atlantic Coastal Plain of North America. Journal of Evolutionary Biology 8: 779-794.",McClure and Bohank,1995,PR,Mollusca,Bivalve,bivalve,genera,Life Habit,Life Habit,Epifaunal,Maastrichtian,Pleistocene,K/T,K/T,0,North America,jablonaki 1979/ pub. Sources,,,,,9,13,20,26,,,,,,,,59,2,0.449,,,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,McRoberts 2001 TBI,1,EO,"McRoberts, Christopher A. 2001. Triassic bivalves and the initial marine Mesozoic revolution: a role for predators? Geological Society of America v. 29:359-362.",McRoberts 2001,2001,PR,Mollusca,Bivalve,bivalve,genera,Life Habit,Life Habit,Epifaunal,Anisian,Pleistocene,Anisian,Anisian,1,global,Sepkoski's genus database,,,,,,,,,98,13,,,,graphclick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,McRoberts 2001 TBI,2,EO,"McRoberts, Christopher A. 2001. Triassic bivalves and the initial marine Mesozoic revolution: a role for predators? Geological Society of America v. 29:359-362.",McRoberts 2001,2001,PR,Mollusca,Bivalve,bivalve,genera,Life Habit,Life Habit,Infaunal,Anisian,Pleistocene,Anisian,Anisian,1,global,Sepkoski's genus database,,,,,,,,,98,0,,,,graphclick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,McRoberts 2001 TBI,1,EO,"McRoberts, Christopher A. 2001. Triassic bivalves and the initial marine Mesozoic revolution: a role for predators? Geological Society of America v. 29:359-362.",McRoberts 2001,2001,PR,Mollusca,Bivalve,bivalve,genera,Life Habit,Life Habit,Epifaunal,Carnian,Pleistocene,Carnian,Carnian,1,global,Sepkoski's genus database,,,,,,,,,171,26,,,,graphclick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,McRoberts 2001 TBI,2,EO,"McRoberts, Christopher A. 2001. Triassic bivalves and the initial marine Mesozoic revolution: a role for predators? Geological Society of America v. 29:359-362.",McRoberts 2001,2001,PR,Mollusca,Bivalve,bivalve,genera,Life Habit,Life Habit,Infaunal,Carnian,Pleistocene,Carnian,Carnian,1,global,Sepkoski's genus database,,,,,,,,,171,15,,,,graphclick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,McRoberts 2001 TBI,1,EO,"McRoberts, Christopher A. 2001. Triassic bivalves and the initial marine Mesozoic revolution: a role for predators? Geological Society of America v. 29:359-362.",McRoberts 2001,2001,PR,Mollusca,Bivalve,bivalve,genera,Life Habit,Life Habit,Epifaunal,Induan,Pleistocene,Induan,Induan,1,global,Sepkoski's genus database ,,,,,,,,,57,6,,,,graphclick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
