Study ID,Effect,Coder,Biblio info,,,,Selectivity info,,,,,,,,Odds ratio,,Log odds ratio,,Raw numbers,,,,Proportions,,,Computing d in designs with indpt groups,,,,,,,,,,,,,,,Computing d in designs with paired groups,,,,,,,,,,,,,,,Computing d in designs with indpt groups using ANCOVA,,,,,,,,,,,,,,,,,,,,,,,Computing r w/ indpt grps,,,,,,,,,Extinction info,,,,,Ratio survive/extinct,Notes,Chi Square,,,,,,,Extinction Rate,,,,,GLM,,,,,Mean Species Duration/Longevity,,,,
Bretsky 1973 EPP,3,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1973,1973,PR,Mollusca,bivalve,genera,Geographic Range,Endemic,Middle Jurassic,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2,,,,,13,40,22,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,1,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1973,1973,PR,Mollusca,bivalve,genera,Geographic Range,Cosmospolitan,Lower Jurassic,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2,,,,,2,59,29,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,2,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1973,1973,PR,Mollusca,bivalve,genera,Geographic Range,Wide-Ranging,Lower Jurassic,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2,,,,,5,20,29,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,3,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1973,1973,PR,Mollusca,bivalve,genera,Geographic Range,Endemic,Lower Jurassic,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2,,,,,22,42,29,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,1,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1973,1973,PR,Mollusca,bivalve,genera,Geographic Range,Cosmospolitan,Upper Triassic,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2,,,,,17,47,84,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,2,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1973,1973,PR,Mollusca,bivalve,genera,Geographic Range,Wide-Ranging,Upper Triassic,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2,,,,,16,25,84,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,3,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1973,1973,PR,Mollusca,bivalve,genera,Geographic Range,Endemic,Upper Triassic,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2,,,,,51,57,84,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,1,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1973,1973,PR,Mollusca,bivalve,genera,Geographic Range,Cosmospolitan,Middle Triassic,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2,,,,,0,32,10,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,2,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1973,1973,PR,Mollusca,bivalve,genera,Geographic Range,Wide-Ranging,Middle Triassic,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2,,,,,0,10,10,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,3,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1973,1973,PR,Mollusca,bivalve,genera,Geographic Range,Endemic,Middle Triassic,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2,,,,,10,22,10,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,1,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1973,1973,PR,Mollusca,bivalve,genera,Geographic Range,Cosmospolitan,Lower Triassic,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2,,,,,2,24,0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,2,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1973,1973,PR,Mollusca,bivalve,genera,Geographic Range,Wide-Ranging,Lower Triassic,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2,,,,,1,9,0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,3,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1973,1973,PR,Mollusca,bivalve,genera,Geographic Range,Endemic,Lower Triassic,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2,,,,,1,6,0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,1,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1973,1973,PR,Mollusca,bivalve,genera,Geographic Range,Cosmospolitan,Upper Permian,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2,,,,,21,30,54,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,2,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1973,1973,PR,Mollusca,bivalve,genera,Geographic Range,Wide-Ranging,Upper Permian,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2,,,,,13,16,54,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,3,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1973,1973,PR,Mollusca,bivalve,genera,Geographic Range,Endemic,Upper Permian,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2,,,,,20,66,54,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,1,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1973,1973,PR,Mollusca,bivalve,genera,Geographic Range,Cosmospolitan,Lower Permian,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2,,,,,4,34,24,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,2,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1973,1973,PR,Mollusca,bivalve,genera,Geographic Range,Wide-Ranging,Lower Permian,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2,,,,,5,18,24,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,3,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1973,1973,PR,Mollusca,bivalve,genera,Geographic Range,Endemic,Lower Permian,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2,,,,,15,33,24,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,1,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1973,1973,PR,Mollusca,bivalve,genera,Geographic Range,Cosmospolitan,Upper Pennslyvanian,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2,,,,,1,27,16,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,2,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1973,1973,PR,Mollusca,bivalve,genera,Geographic Range,Wide-Ranging,Upper Pennslyvanian,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2,,,,,6,19,16,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,3,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1973,1973,PR,Mollusca,bivalve,genera,Geographic Range,Endemic,Upper Pennslyvanian,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2,,,,,9,12,16,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,1,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1973,1973,PR,Mollusca,bivalve,genera,Geographic Range,Cosmospolitan,Lower Pennslyvanian,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2,,,,,0,27,1,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,2,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1973,1973,PR,Mollusca,bivalve,genera,Geographic Range,Wide-Ranging,Lower Pennslyvanian,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2,,,,,0,19,1,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,3,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1973,1973,PR,Mollusca,bivalve,genera,Geographic Range,Endemic,Lower Pennslyvanian,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2,,,,,1,8,1,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,1,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1973,1973,PR,Mollusca,bivalve,genera,Geographic Range,Cosmospolitan,Upper Mississippian,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2,,,,,0,26,6,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,2,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1973,1973,PR,Mollusca,bivalve,genera,Geographic Range,Wide-Ranging,Upper Mississippian,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2,,,,,2,16,6,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,3,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1973,1973,PR,Mollusca,bivalve,genera,Geographic Range,Endemic,Upper Mississippian,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2,,,,,4,8,6,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,1,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1973,1973,PR,Mollusca,bivalve,genera,Geographic Range,Cosmospolitan,Lower Mississippian,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2,,,,,0,25,3,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,2,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1973,1973,PR,Mollusca,bivalve,genera,Geographic Range,Wide-Ranging,Lower Mississippian,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2,,,,,3,14,3,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,3,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1973,1973,PR,Mollusca,bivalve,genera,Geographic Range,Endemic,Lower Mississippian,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2,,,,,0,7,3,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,1,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1973,1973,PR,Mollusca,bivalve,genera,Geographic Range,Cosmospolitan,Upper Devonian,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2,,,,,5,17,30,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,2,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1973,1973,PR,Mollusca,bivalve,genera,Geographic Range,Wide-Ranging,Upper Devonian,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2,,,,,8,16,30,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,3,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1973,1973,PR,Mollusca,bivalve,genera,Geographic Range,Endemic,Upper Devonian,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2,,,,,17,19,30,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,1,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1973,1973,PR,Mollusca,bivalve,genera,Geographic Range,Cosmospolitan,Middle Devonian,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2,,,,,0,16,19,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,2,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1973,1973,PR,Mollusca,bivalve,genera,Geographic Range,Wide-Ranging,Middle Devonian,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2,,,,,7,21,19,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,3,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1973,1973,PR,Mollusca,bivalve,genera,Geographic Range,Endemic,Middle Devonian,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2,,,,,12,25,19,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,1,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1973,1973,PR,Mollusca,bivalve,genera,Geographic Range,Cosmospolitan,Lower Devonian,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2,,,,,1,17,17,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,2,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1973,1973,PR,Mollusca,bivalve,genera,Geographic Range,Wide-Ranging,Lower Devonian,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2,,,,,2,19,17,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Study ID,Effect,Coder,Biblio info,,,,Selectivity info,,,,,,,,Odds ratio,,Log odds ratio,,Raw numbers,,,,Proportions,,,Computing d in designs with indpt groups,,,,,,,,,,,,,,,Computing d in designs with paired groups,,,,,,,,,,,,,,,Computing d in designs with indpt groups using ANCOVA,,,,,,,,,,,,,,,,,,,,,,,Computing r w/ indpt grps,,,,,,,,,Extinction info,,,,,Ratio survive/extinct,Notes,Chi Square,,,,,,,Extinction Rate,,,,,GLM,,,,,Mean Species Duration/Longevity,,,,
,#,,Full citation,In-text Citation,Year,Type,Phylum,Taxon,Tax level,Trait,Trait category,Age/event,Location,Data source,Odds Ratio,Var Odds Ratio,Log odds ratio,Var Lnor,# Ext,# Surv,Total # Ext,Total # Surv,Prop ext,Prop surv,Total # sp,Y2,Y3,Spool,n2,n3,t,n2,n3,F,n2,n3,p,2 or 2,n2,n3,Y2,Y3,Sdiff,r,n,t,r,n,F,r,n,p,2 or 2,r,n,Y2,Y3,Spool,n2,n3,R,q,t,n2,n3,R,q,F,n2,n3,R,q,p,2 or 2,n2,n3,R,q,r,n,t,n,t,r,p,2 or 2,r,Magnitude,Era,Duration,Geo scope,Cause,,,x-square,n,df,p (sur/extinct),% group a extinct,% group b extinct,p (before/after),n,per-capita extinct/orig,,,,coefficient,d.f.,p,Note,,Test type,Trait Type Species Total ,Mean Duration,p,z
Smith1998SEA,2,RL,"Smith, A.B. and C. H. Jeffery. 1998. Selectivity of extinction among sea urchins at the end of the Cretaceous period. Nature 392: 69-71.",Smith and Jeffery 1999,1999,PR,Echino,echinoid,sp,Life Habit,Infaunal,K/T,global,,,,,,26,11,101,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Mz,S,global,bolide,,The ratio of genera that survived to genera that became extinct is 1.7 for,,,,,,,,,,,,,,,,,,,,,,
Smith1998SEA,3,RL,"Smith, A.B. and C. H. Jeffery. 1998. Selectivity of extinction among sea urchins at the end of the Cretaceous period. Nature 392: 69-71.",Smith and Jeffery 1999,1999,PR,Echino,echinoid,sp,Life Habit,Epifaunal,K/T,global,,,,,,76,1,101,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Mz,S,global,bolide,,"the cosmopolitans and 0.3 for the endemic group, an unequivocal indication",,,,,,,,,,,,,,,,,,,,,,
McRoberts1995SEA,2,EO,"McRoberts, Christopher A. and Cathryn R. Newton. 1995. Selective extinction among end-Triassic European bivalves. Geology 23: 102-104.",McRoberts and Newton 1996,1996,PR,Mollusca,bivalve,sp,Life Habit,Infaunal,End Triassic,global,,,,,,19,1,31,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Mz,,global,,,that endemic forms were appreciably more susceptible than cosmopolitans,,,,,,,,,,,,,,,,,,,,,,
McRoberts1995SEA,3,EO,"McRoberts, Christopher A. and Cathryn R. Newton. 1995. Selective extinction among end-Triassic European bivalves. Geology 23: 102-104.",McRoberts and Newton 1996,1996,PR,Mollusca,bivalve,sp,Life Habit,Epifaunal,End Triassic,global,,,,,,13,13,31,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Mz,,global,,,to extinction.,,,,,,,,,,,,,,,,,,,,,,
McRoberts1995SEA,4,EO,"McRoberts, Christopher A. and Cathryn R. Newton. 1995. Selective extinction among end-Triassic European bivalves. Geology 23: 102-104.",McRoberts and Newton 1996,1996,PR,Mollusca,bivalve,sp,Life Habit,Infaunal,End Triassic,global,,,,,,17,1,46,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Mz,,global,,,,,,,,,,,,,,,,,,,,,,,,,
McRoberts1995SEA,5,EO,"McRoberts, Christopher A. and Cathryn R. Newton. 1995. Selective extinction among end-Triassic European bivalves. Geology 23: 102-104.",McRoberts and Newton 1996,1996,PR,Mollusca,bivalve,sp,Life Habit,Epifaunal,End Triassic,global,,,,,,30,6,46,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Mz,,global,,,,,,,,,,,,,,,,,,,,,,,,,
