Study ID,Effect,Coder,Biblio info,,,,Selectivity info,,,,,,,,Odds ratio,,Log odds ratio,,Raw numbers,,,,Proportions,,,Computing d in designs with indpt groups,,,,,,,,,,,,,,,Computing d in designs with paired groups,,,,,,,,,,,,,,,Computing d in designs with indpt groups using ANCOVA,,,,,,,,,,,,,,,,,,,,,,,Computing r w/ indpt grps,,,,,,,,,Extinction info,,,,,Ratio survive/extinct,Notes,Chi Square,,,,,,,Extinction Rate,,,,,GLM,,,,,Mean Species Duration/Longevity,,,,
McRoberts1995SEA,6,EO,"McRoberts, Christopher A. and Cathryn R. Newton. 1995. Selective extinction among end-Triassic European bivalves. Geology 23: 102-104.",McRoberts and Newton 1996,1996,PR,Mollusca,bivalve,sp,Life Habit,Infaunal,End Triassic,global,,,,,,13,2,24,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Mz,,global,,,,,,,,,,,,,,,,,,,,,,,,,
McRoberts1995SEA,7,EO,"McRoberts, Christopher A. and Cathryn R. Newton. 1995. Selective extinction among end-Triassic European bivalves. Geology 23: 102-104.",McRoberts and Newton 1996,1996,PR,Mollusca,bivalve,sp,Life Habit,Epifaunal,End Triassic,global,,,,,,11,4,24,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Mz,,global,,,,,,,,,,,,,,,,,,,,,,,,,
Rivadeneira2007SEL,2,EO,"Rivadeneira, Marcelo M. and Pablo A. Marquet. 2007. Selective extinction of late Neogene bivalves on the temperate Pacific coast of South America",Rivadeneira and Marquet 2008,2008,PR,Mollusca,bivalve,sp,Life Habit,Epifaunal,Late Neogene,pacific coast South America,Rivandera/Marq database ,,,,,18,4,40,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cz,,regional,,,PSA: Pacific Coast South America,,,,,,,,,,,,,,,,,,,,,,
Rivadeneira2007SEL,3,EO,"Rivadeneira, Marcelo M. and Pablo A. Marquet. 2007. Selective extinction of late Neogene bivalves on the temperate Pacific coast of South America",Rivadeneira and Marquet 2008,2008,PR,Mollusca,bivalve,sp,Life Habit,Infaunal,Late Neogene,pacific coast South America,Rivandera/Marq database,,,,,23,18,40,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cz,,regional,,,,,,,,,,,,,,,,,,,,,,,,,
Rivadeneira2007SEL,2,EO,"Rivadeneira, Marcelo M. and Pablo A. Marquet. 2007. Selective extinction of late Neogene bivalves on the temperate Pacific coast of South America",Rivadeneira and Marquet 2008,2008,PR,Mollusca,bivalve,sp,Shell Mineralogy,,Late Neogene,pacific coast South America,Rivandera/Marq database,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cz,,regional,,,,5.63,60,2,1.03,189%,156%,,,,,,,,,,,,,,,,
Rivadeneira2007SEL,2,EO,"Rivadeneira, Marcelo M. and Pablo A. Marquet. 2007. Selective extinction of late Neogene bivalves on the temperate Pacific coast of South America",Rivadeneira and Marquet 2008,Rivadeneira and Marquet 2008,PR,Mollusca,bivalve,sp,Geographic Range,,Late Neogene,pacific coast South America,Rivandera/Marq database,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cz,,regional,,,,,,,,,,,,,,,,2.11,58,1.03,extinct species had smaller ranges than surviving forms,,,,,,
Rivadeneira2007SEL,2,EO,"Rivadeneira, Marcelo M. and Pablo A. Marquet. 2007. Selective extinction of late Neogene bivalves on the temperate Pacific coast of South America",Rivadeneira and Marquet 2008,Rivadeneira and Marquet 2008,PR,Mollusca,bivalve,sp,Body Size ,,Late Neogene,pacific coast South America,Rivandera/Marq database,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cz,,regional,,,Body Size (phylogenetically corrected),,,,,,,,,,,,,7.702,58,1.008,larger species are less extinction prone,,,,,,
Jablonski1986MES,2,EO,"Jablonski, David and James W. Valentine. 1986. Mass extinctions: Sensitivity of marine larval types. Evolution 83: 6912-6914.",Jablonski and Valentine 1987,1987,PR,Mollusca,gastropod,gn,Larval Type,Planktotroph,K/T,Gulf and Atlantic Coastal Plain,Jablonski global database,,,,,18,12,32,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Mz,,global,bolide,,,,,,,,,,,,,,,,,,,,,,,,
Jablonski1986MES,3,EO,"Jablonski, David and James W. Valentine. 1986. Mass extinctions: Sensitivity of marine larval types. Evolution 83: 6912-6914.",Jablonski and Valentine 1987,1987,PR,Mollusca,gastropod,gn,Larval Type,Nonplanktotroph,K/T,Gulf and Atlantic Coastal Plain,Jablonski global database,,,,,15,10,32,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Mz,,global,bolide,,,,,,,,,,,,,,,,,,,,,,,,
Jablonski1986MES,2,EO,"Jablonski, David and James W. Valentine. 1986. Mass extinctions: Sensitivity of marine larval types. Evolution 83: 6912-6914.",Jablonski and Valentine 1987,1987,PR,Mollusca,gastropod and bivalve,gn,Body Size,Large planktotroph,K/T,Gulf and Atlantic Coastal Plain,Jablonski global database,,,,,26,12,148,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not phylogenetically corrected?,,,,,,,,,,,,,,,,,,,,,,
Jablonski1986MES,3,EO,"Jablonski, David and James W. Valentine. 1986. Mass extinctions: Sensitivity of marine larval types. Evolution 83: 6912-6914.",Jablonski and Valentine 1987,1987,PR,Mollusca,gastropod and bivalve,gn,Body Size,Median planktotroph,K/T,Gulf and Atlantic Coastal Plain,Jablonski global database,,,,,95,67,148,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Mz,,global,bolide,,not phylogenetically corrected?,,,,,,,,,,,,,,,,,,,,,,
Jablonski1986MES,4,EO,"Jablonski, David and James W. Valentine. 1986. Mass extinctions: Sensitivity of marine larval types. Evolution 83: 6912-6914.",Jablonski and Valentine 1987,1987,PR,Mollusca,gastropod and bivalve,gn,Body Size,Small planktotroph,K/T,Gulf and Atlantic Coastal Plain,Jablonski global database,,,,,29,23,148,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Mz,,global,bolide,,not phylogenetically corrected?,,,,,,,,,,,,,,,,,,,,,,
Jablonski1995SEC,2,EO,"Jablonski, David and David M. Raup.  1995. Selectivity of End-Cretaceous Marine Bivalve Extinctions.  Science 268: 389-391.",Jablonski and Raup 1996,1996,PR,Mollusca,bivalve,gn,Life Habit,Infaunal,K/T,global,Jablonski global database,,,,,115,85,168,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Mz,,global,bolide,,"by using geometric mean of height and length) of >4 cm, is",,,,,,,,,,,,,,,,,,,,,,
Jablonski1995SEC,3,EO,"Jablonski, David and David M. Raup.  1995. Selectivity of End-Cretaceous Marine Bivalve Extinctions.  Science 268: 389-391.",Jablonski and Raup 1996,1996,PR,Mollusca,bivalve,gn,Life Habit,Epifaunal,K/T,global,Jablonski global database,,,,,54,47,168,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Mz,,global,bolide,,"32% (n = 36), whereas survivorship among genera of <4 cm",,,,,,,,,,,,,,,,,,,,,,
Jablonski1995SEC,4,EO,"Jablonski, David and David M. Raup.  1995. Selectivity of End-Cretaceous Marine Bivalve Extinctions.  Science 268: 389-391.",Jablonski and Raup 1996,1996,PR,Mollusca,bivalve,gn,Feeding Mode,Suspension,K/T,global,Jablonski global database,,,,,154,98,166,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Mz,,global,bolide,,"is 41% (n = 160) (0.01 < P < 0.05, binomial proportions test)",,,,,,,,,,,,,,,,,,,,,,
Jablonski1995SEC,5,EO,"Jablonski, David and David M. Raup.  1995. Selectivity of End-Cretaceous Marine Bivalve Extinctions.  Science 268: 389-391.",Jablonski and Raup 1996,1996,PR,Mollusca,bivalve,gn,Feeding Mode,Deposit,K/T,global,Jablonski global database,,,,,13,29,166,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Mz,,global,bolide,,"(D.J., unpublished data).",,,,,,,,,,,,,,,,,,,,,,
Jablonski1995SEC,2,EO,"Jablonski, David and David M. Raup.  1995. Selectivity of End-Cretaceous Marine Bivalve Extinctions.  Science 268: 389-391.",Jablonski and Raup 1996,1996,PR,Mollusca,bivalve,gn,Env Distribution,Near shore-middle shelf,K/T,global,Jablonski global database,,,,,33,31,147,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Mz,,global,bolide,,For the following 4 effect sizes an important figure is in MetaFigure Document explaining the shelf distributions/ bathymetric data,,,,,,,,,,,,,,,,,,,,,,
Jablonski1995SEC,3,EO,"Jablonski, David and David M. Raup.  1995. Selectivity of End-Cretaceous Marine Bivalve Extinctions.  Science 268: 389-391.",Jablonski and Raup 1996,1996,PR,Mollusca,bivalve,gn,Env Distribution,Inner-outer shelf,K/T,global,Jablonski global database,,,,,21,11,147,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Mz,,global,bolide,,,,,,,,,,,,,,,,,,,,,,,,
Jablonski1995SEC,4,EO,"Jablonski, David and David M. Raup.  1995. Selectivity of End-Cretaceous Marine Bivalve Extinctions.  Science 268: 389-391.",Jablonski and Raup 1996,1996,PR,Mollusca,bivalve,gn,Env Distribution,Inner-middle shelf,K/T,global,Jablonski global database,,,,,65,64,147,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Mz,,global,bolide,,,,,,,,,,,,,,,,,,,,,,,,
Jablonski1995SEC,5,EO,"Jablonski, David and David M. Raup.  1995. Selectivity of End-Cretaceous Marine Bivalve Extinctions.  Science 268: 389-391.",Jablonski and Raup 1996,1996,PR,Mollusca,bivalve,gn,Env Distribution,Entire shelf,K/T,global,Jablonski global database,,,,,31,22,147,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Mz,,global,bolide,,,,,,,,,,,,,,,,,,,,,,,,
Simpson2009ARA,2,EO,"Simpson, Carl and Paul G. Harnik. 2009. Assessing the role of abundance in marine bivalve extinction over the post-Paleozioc.  Paleobiology 35: 631-647.",Simpson and Harnik 2010,2010,PR,Mollusca,bivalve,gn,Relative Abundance,,Induan-Gelasian,global,Pbdb (1631 collections used),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mz,,global,bolide,,need to EMAIL AUTHORS,,,,,,,,,,,,,,,,,,,,,,
Smith2006SDB,2,EO,"Smith, Travis J. and Kaustav Roy. 2006. Selectivity during background extinction: Plio-Pleistocene scallops in California. Paleobiology 32: 408-416.",Smith and Roy 2007,2007,PR,Mollusca,Pectinidae,sp,Body Size ,Small,Late Plioscene-Pleistocene,global,database,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cz,,global,,,need to EMAIL AUTHORS about figure 6É ,,,,,,,,,,,,,,,,,,,,,,
Smith2006SDB,3,EO,"Smith, Travis J. and Kaustav Roy. 2006. Selectivity during background extinction: Plio-Pleistocene scallops in California. Paleobiology 32: 408-416.",Smith and Roy 2007,2007,PR,Mollusca,Pectinidae,sp,Body Size,Moderately small,Late Plioscene-Pleistocene,global,database,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cz,,global,,,need to EMAIL AUTHORS,,,,,,,,,,,,,,,,,,,,,,
Smith2006SDB,4,EO,"Smith, Travis J. and Kaustav Roy. 2006. Selectivity during background extinction: Plio-Pleistocene scallops in California. Paleobiology 32: 408-416.",Smith and Roy 2007,2007,PR,Mollusca,Pectinidae,sp,Body Size,Large,Late Plioscene-Pleistocene,global,database,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cz,,global,,,need to EMAIL AUTHORS,,,,,,,,,,,,,,,,,,,,,,
Jablonski1986BME,2,EO,"Jablonski, David. 1986. Background and mass extinctions: the alternation of macroevolutionary events. Science 231: 129-133.",Jablonski 1987,1987,PR,Mollusca,gastropod,gn,Larval Type,Planktotroph,K/T,global,,,,,,18,12,32,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jablonski1986BME,3,EO,"Jablonski, David. 1986. Background and mass extinctions: the alternation of macroevolutionary events. Science 231: 129-133.",Jablonski 1987,1987,PR,Mollusca,gastropod,gn,Larval Type,Nonplanktotroph,K/T,global,Jablonski global database,,,,,15,10,32,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mass,Mz,2-2MY,global,bolide,,,,,,,,,,,,,,,,,,,,,,,,
Jablonski1986BME,2,EO,"Jablonski, David. 1986. Background and mass extinctions: the alternation of macroevolutionary events. Science 231: 129-133.",Jablonski 1987,1987,PR,Mollusca,bivalves,gn,Geographic Range,Endemic,K/T,global,Jablonski global database,,,,,22,3,64,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Mz,,global,bolide,,,,,,,,,,,,,,,,,,,,,,,,
Jablonski1986BME,3,EO,"Jablonski, David. 1986. Background and mass extinctions: the alternation of macroevolutionary events. Science 231: 129-133.",Jablonski 1987,1987,PR,Mollusca,bivalves,gn,Geographic Range,Cosmospolitan,K/T,global,Jablonski global database,,,,,43,52,64,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Mz,,global,bolide,,,,,,,,,,,,,,,,,,,,,,,,
Jablonski1986BME,2,EO,"Jablonski, David. 1986. Background and mass extinctions: the alternation of macroevolutionary events. Science 231: 129-133.",Jablonski 1987,1987,PR,Mollusca,gastropod,gn,Geographic Range,Endemic,K/T,global,Jablonski global database,,,,,47,8,96,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Mz,,global,bolide,,,,,,,,,,,,,,,,,,,,,,,,
Jablonski1986BME,3,EO,"Jablonski, David. 1986. Background and mass extinctions: the alternation of macroevolutionary events. Science 231: 129-133.",Jablonski 1987,1987,PR,Mollusca,gastropod,gn,Geographic Range,Cosmospolitan,K/T,global,Jablonski global database,,,,,50,55,96,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Mz,,global,bolide,,,,,,,,,,,,,,,,,,,,,,,,
Jablonski1986BME,2,EO,"Jablonski, David. 1986. Background and mass extinctions: the alternation of macroevolutionary events. Science 231: 129-133.",Jablonski 1987,1987,PR,Mollusca,bivalve,gn,Species Richness,Species-Rich,K/T,Coastal Plain,,,,,,26,23,64,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jablonski1986BME,3,EO,"Jablonski, David. 1986. Background and mass extinctions: the alternation of macroevolutionary events. Science 231: 129-133.",Jablonski 1987,1987,PR,Mollusca,bivalve,gn,Species Richness,Species-Poor,K/T,Coastal Plain,,,,,,39,32,64,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jablonski1986BME,2,EO,"Jablonski, David. 1986. Background and mass extinctions: the alternation of macroevolutionary events. Science 231: 129-133.",Jablonski 1987,1987,PR,Mollusca,gastropod,gn,Species Richness,Species-Rich,K/T,Coastal Plain,,,,,,49,21,96,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jablonski1986BME,3,EO,"Jablonski, David. 1986. Background and mass extinctions: the alternation of macroevolutionary events. Science 231: 129-133.",Jablonski 1987,1987,PR,Mollusca,gastropod,gn,Species Richness,Species-Poor,K/T,Coastal Plain,,,,,,48,42,96,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jablonski 1989 TBM,2,EO,"Jablonski, David. 1989. The biology of mass extinction: a paleontological view. Philosophical Transactions of the Royal Society. 325: 357-368.",Jablonski 1990,1990,PR,Mollusca,bivalve,gn,Species Richness,Species-poor,K/T,global,Hoffman 1986 data,,,,,25,28,45,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Mz,,global,bolide,,The Hoffman data was re-analyzed by Jablonski,,,,,,,,,,,,,,,,,,,,,,
Jablonski 1989 TBM,3,EO,"Jablonski, David. 1989. The biology of mass extinction: a paleontological view. Philosophical Transactions of the Royal Society. 325: 357-368.",Jablonski 1990,1990,PR,Mollusca,bivalve,gn,Species Richness,Species-rich,K/T,global,Hoffman 1986 data,,,,,21,30,45,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Mz,,global,bolide,,,,,,,,,,,,,,,,,,,,,,,,
Jablonski 1989 TBM,2,EO,"Jablonski, David. 1989. The biology of mass extinction: a paleontological view. Philosophical Transactions of the Royal Society. 325: 357-368.",Jablonski 1990,1990,PR,Mollusca,gastropod,gn,Species Richness,Species-poor,K/T,global,Hoffman 1986 data,,,,,20,64,29,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Mz,,global,bolide,,,,,,,,,,,,,,,,,,,,,,,,
Jablonski 1989 TBM,3,EO,"Jablonski, David. 1989. The biology of mass extinction: a paleontological view. Philosophical Transactions of the Royal Society. 325: 357-368.",Jablonski 1990,1990,PR,Mollusca,gastropod,gn,Species Richness,Species-rich,K/T,global,Hoffman 1986 data,,,,,10,32,29,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Mz,,global,bolide,,,,,,,,,,,,,,,,,,,,,,,,
Jablonski 1989 TBM,2,EO,"Jablonski, David. 1989. The biology of mass extinction: a paleontological view. Philosophical Transactions of the Royal Society. 325: 357-368.",Jablonski 1990,1990,PR,Mollusca,bivalve,gn,Species Richness,Species-poor,K/T,global,1990 unfinished data,,,,,34,42,49,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Mz,,global,bolide,,according to paper this data collection was still in progressÉ keep off on using,,,,,,,,,,,,,,,,,,,,,,
Jablonski 1989 TBM,3,EO,"Jablonski, David. 1989. The biology of mass extinction: a paleontological view. Philosophical Transactions of the Royal Society. 325: 357-368.",Jablonski 1990,1990,PR,Mollusca,bivalve,gn,Species Richness,Species-rich,K/T,global,1990 unfinished data,,,,,16,19,49,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Mz,,global,bolide,,according to paper this data collection was still in progressÉ keep off on using,,,,,,,,,,,,,,,,,,,,,,
McClure 1995 NSE,2,EO,"McClure, M. and A. J. Bohonak. 1995. Non-selectivity in extinction of bivalves in the Late Cretaceous of the Atlantic Coastal Plain of North America. Journal of Evolutionary Biology 8: 779-794.",McClure and Bohank,1996,PR,Mollusca,bivalve,gn,Feeding Mode,,K/T,global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Mz,,global,bolide,,contigency table in which 50%/more of the cells contian less than five entires (author's note),,50,3,1.518,,,1.909,,,,,,,,,,,,,,,
McClure 1995 NSE,2,EO,"McClure, M. and A. J. Bohonak. 1995. Non-selectivity in extinction of bivalves in the Late Cretaceous of the Atlantic Coastal Plain of North America. Journal of Evolutionary Biology 8: 779-794.",McClure and Bohank,1996,PR,Mollusca,bivalve,gn,Siphonate?,,K/T,global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Mz,,global,bolide,,contigency table in which 50%/more of the cells contian less than five entires (author's note),,22,2,1.505,,,2,,,,,,,,,,,,,,,
McClure 1995 NSE,2,EO,"McClure, M. and A. J. Bohonak. 1995. Non-selectivity in extinction of bivalves in the Late Cretaceous of the Atlantic Coastal Plain of North America. Journal of Evolutionary Biology 8: 779-794.",McClure and Bohank,1996,PR,Mollusca,bivalve,gn,Amt of burrowing,,K/T,global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Mz,,global,bolide,,contigency table in which 50%/more of the cells contian less than five entires (author's note),,49,4,1.477,,,1.882,,,,,,,,,,,,,,,
McClure 1995 NSE,2,EO,"McClure, M. and A. J. Bohonak. 1995. Non-selectivity in extinction of bivalves in the Late Cretaceous of the Atlantic Coastal Plain of North America. Journal of Evolutionary Biology 8: 779-794.",McClure and Bohank,1996,PR,Mollusca,bivalve,gn,Life Habit,,K/T,global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Mz,,global,bolide,,,,60,3,1.449,,,1.916,,,,,,,,,,,,,,,
McClure 1995 NSE,2,EO,"McClure, M. and A. J. Bohonak. 1995. Non-selectivity in extinction of bivalves in the Late Cretaceous of the Atlantic Coastal Plain of North America. Journal of Evolutionary Biology 8: 779-794.",McClure and Bohank,1996,PR,Mollusca,bivalve,gn,Size,,K/T,global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Mz,,global,bolide,,,,59,3,1.782,,,1.929,,,,,,,,,,,,,,,
McClure 1995 NSE,2,EO,"McClure, M. and A. J. Bohonak. 1995. Non-selectivity in extinction of bivalves in the Late Cretaceous of the Atlantic Coastal Plain of North America. Journal of Evolutionary Biology 8: 779-794.",McClure and Bohank,1996,PR,Mollusca,bivalve,gn,Depth,,K/T,global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Mz,,global,bolide,,contigency table in which 50%/more of the cells contian less than five entires (author's note),,39,4,1.734,,,1.962,,,,,,,,,,,,,,,
McClure 1995 NSE,2,EO,"McClure, M. and A. J. Bohonak. 1995. Non-selectivity in extinction of bivalves in the Late Cretaceous of the Atlantic Coastal Plain of North America. Journal of Evolutionary Biology 8: 779-794.",McClure and Bohank,1996,PR,Mollusca,bivalve,gn,Temperature Range,,K/T,global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Mz,,global,bolide,,contigency table in which 50%/more of the cells contian less than five entires (author's note),,29,3,1.295,,,2,,,,,,,,,,,,,,,
McClure 1995 NSE,2,EO,"McClure, M. and A. J. Bohonak. 1995. Non-selectivity in extinction of bivalves in the Late Cretaceous of the Atlantic Coastal Plain of North America. Journal of Evolutionary Biology 8: 779-794.",McClure and Bohank,1996,PR,Mollusca,bivalve,gn,Shell Thickness,,K/T,global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Mz,,global,bolide,,,,34,2,1.246,,,1.59,,,,,,,,,,,,,,,
McClure 1995 NSE,2,EO,"McClure, M. and A. J. Bohonak. 1995. Non-selectivity in extinction of bivalves in the Late Cretaceous of the Atlantic Coastal Plain of North America. Journal of Evolutionary Biology 8: 779-794.",McClure and Bohank,1996,PR,Mollusca,bivalve,gn,Number of pre-KT spp,,K/T,global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Mz,,global,bolide,,contigency table in which 50%/more of the cells contian less than five entires (author's note),,61,10,1.181,,,1.981,,,,,,,,,,,,,,,
McClure 1995 NSE,2,EO,"McClure, M. and A. J. Bohonak. 1995. Non-selectivity in extinction of bivalves in the Late Cretaceous of the Atlantic Coastal Plain of North America. Journal of Evolutionary Biology 8: 779-794.",McClure and Bohank,1996,PR,Mollusca,bivalve,gn,Abundance,,K/T,global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Mz,,global,bolide,,,,51,3,1.227,,,1.675,,,,,,,,,,,,,,,
Clapham 2009 EGE,2,EO,"Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.",Clapham et al. 2010,2010,PR,Mollusca,bivalve,gn,Life Habit,Epifaunal and Semi-Infaunal,Kungurian,global,(primary lit) dx.doi.org/10.1666/08033.s1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pz,,,,,,,,,,,,,,"Fig 6a,b graphclick",,,,,,,,,,,,,
