"Study ID","Effect","Coder","Biblio info",,,,"Selectivity info",,,,,,,,,,,"Odds ratio",,"Log odds ratio",,"Raw numbers",,,,"Multivariate Logistic Regression",,,,"Proportions",,,"Nonparametric Tests",,,,,,,,,"Computing d in designs with indpt groups",,,,,,,,,,,,,,,"Computing d in designs with paired groups",,,,,,,,,,,,,,,"Computing d in designs with indpt groups using ANCOVA",,,,,,,,,,,,,,,,,,,,,,,"Computing r w/ indpt grps",,,,,,,,,"Extinction info",,,,,"Ratio survive/extinct","Notes","Chi Square",,,,,,,"Extinction Rate",,,,,"GLM",,,,,"Mean Species Duration/Longevity",,,,
,"#",,"Full citation","In-text Citation","Year","Type","Phylum","Bivalve/ Gastropod","Taxon","Tax level","Aggregate Trait","Trait","Trait category","Aggregate Age/ Event","Age/ Event","Location","Data source","Odds Ratio","Var Odds Ratio","Log odds ratio","Var Lnor","# Ext","# Surv","Total # Ext","Total # Surv","Genera","Victims","Log-odds","C.I. (95%)","Prop ext","Prop surv","Total # sp","Test","N","mean g. 1","mean g. 2","sd g. 1","sd g. 2","Test Statistic","df","P","Y1","Y2","Spool","n1","n2","t","n1","n2","F","n1","n2","p","1 or 2","n1","n2","Y1","Y2","Sdiff","r","n","t","r","n","F","r","n","p","1 or 2","r","n","Y1","Y2","Spool","n1","n2","R","q","t","n1","n2","R","q","F","n1","n2","R","q","p","1 or 2","n1","n2","R","q","r","n","t","n","t","r","p","1 or 2","r","Magnitude","Era","Duration","Geo scope","Cause",,,"x-square","n","df","p (sur/extinct)","% group a extinct","% group b extinct","p (before/after)","n","per-capita extinct/orig",,,,"coefficient","d.f.","p","Note",,"Test type","Trait Type Species Total ","Mean Duration","p","z"
"Hansen 1999 ECR",1,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Bivalve","bivalve","species","Shell Thickness","Shell Thickness","Thickness","Pliocene-Recent","Plio-Pleistocene","Norfolk/ Chowan R., NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)","NA",65,,,,,,,,,,,,,,,,,,,,
"Hansen 1999 ECR",2,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Bivalve","bivalve","species","Escalation","Escalation","Ornament","Pliocene-Recent","Plio-Pleistocene","Norfolk/ Chowan R., NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",1.68,65,,">0.05",,,,,,,,,,,,,,,,,,
"Hansen 1999 ECR",3,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Bivalve","bivalve","species","Escalation","Escalation","Crenulated margin","Pliocene-Recent","Plio-Pleistocene","Norfolk/ Chowan R., NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",0.82,65,,">0.05",,,,,,,,,,,,,,,,,,
"Hansen 1999 ECR",4,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Bivalve","bivalve","species","Escalation","Escalation","Valve overlap","Pliocene-Recent","Plio-Pleistocene","Norfolk/ Chowan R., NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",5.5,65,,">0.05",,,,,,,,,,,,,,,,,,
"Hansen 1999 ECR",1,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Gastropod","gastropod","species","Shell Thickness","Shell Thickness","Thickness","Pliocene-Recent","Plio-Pleistocene","Norfolk/ Chowan R., NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)","NA",65,,,,,,,,,,,,,,,,,,,,
"Hansen 1999 ECR",2,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Gastropod","gastropod","species","Escalation","Escalation","Ornament","Pliocene-Recent","Plio-Pleistocene","Norfolk/ Chowan R., NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",9.82,65,,"<0.05",,,,,,,,,,,,,,,,,,
"Hansen 1999 ECR",3,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Gastropod","gastropod","species","Body Size","Body Size","Narrow Aperture","Pliocene-Recent","Plio-Pleistocene","Norfolk/ Chowan R., NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",0.86,65,,"<0.05",,,,,,,,,,,,,,,,,,
"Hansen 1999 ECR",4,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Gastropod","gastropod","species","Escalation","Escalation","Thick lip","Pliocene-Recent","Plio-Pleistocene","Norfolk/ Chowan R., NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",3.54,65,,"<0.05",,,,,,,,,,,,,,,,,,
"Hansen 1999 ECR",5,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Gastropod","gastropod","species","Escalation","Escalation","Apertural teeth","Pliocene-Recent","Plio-Pleistocene","Norfolk/ Chowan R., NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",3.54,65,,"<0.05",,,,,,,,,,,,,,,,,,
"Hansen 1999 ECR",6,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Gastropod","gastropod","species","Escalation","Escalation","Umbilicus","Pliocene-Recent","Plio-Pleistocene","Norfolk/ Chowan R., NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",1.58,65,,"<0.05",,,,,,,,,,,,,,,,,,
"Payne 2011 LGA",1,"EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency",,"Permian","Assel-Sakm.",,,,,,,,,,,42,1,0.37,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"negative value = preferential survival of rarer taxa; positive value= preferntial survival of abundant taxa",,,,,,,,,,,,,,,,,,,,,,
"Payne 2011 LGA",2,"EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency",,"Permian","Artinskian",,,,,,,,,,,47,9,0.16,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"negative value = preferential survival of rarer taxa; positive value= preferntial survival of abundant taxa",,,,,,,,,,,,,,,,,,,,,,
"Payne 2011 LGA",3,"EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency",,"Permian","Kungurian",,,,,,,,,,,104,25,-0.02,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"negative value = preferential survival of rarer taxa; positive value= preferntial survival of abundant taxa",,,,,,,,,,,,,,,,,,,,,,
"Payne 2011 LGA",4,"EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency",,"Permian","Roadian",,,,,,,,,,,53,13,0.97,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"negative value = preferential survival of rarer taxa; positive value= preferntial survival of abundant taxa",,,,,,,,,,,,,,,,,,,,,,
"Payne 2011 LGA",5,"EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency",,"Permian","Word.-Cap.",,,,,,,,,,,48,22,0.16,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"negative value = preferential survival of rarer taxa; positive value= preferntial survival of abundant taxa",,,,,,,,,,,,,,,,,,,,,,
"Payne 2011 LGA",6,"EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency",,"Permian","Wuchaip.",,,,,,,,,,,49,15,-0.37,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"negative value = preferential survival of rarer taxa; positive value= preferntial survival of abundant taxa",,,,,,,,,,,,,,,,,,,,,,
"Payne 2011 LGA",7,"EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency",,"P/TR","Changhsingian",,,,,,,,,,,64,52,0.21,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"negative value = preferential survival of rarer taxa; positive value= preferntial survival of abundant taxa",,,,,,,,,,,,,,,,,,,,,,
"Payne 2011 LGA",8,"EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency",,"Early Triassic","Scythian",,,,,,,,,,,19,5,0,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"negative value = preferential survival of rarer taxa; positive value= preferntial survival of abundant taxa",,,,,,,,,,,,,,,,,,,,,,
"Payne 2011 LGA",9,"EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency",,"Middle Triassic","Anisian",,,,,,,,,,,103,16,0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"negative value = preferential survival of rarer taxa; positive value= preferntial survival of abundant taxa",,,,,,,,,,,,,,,,,,,,,,
"Payne 2011 LGA",10,"EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency",,"Middle Triassic","Ladinian",,,,,,,,,,,45,5,7.51,89.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"negative value = preferential survival of rarer taxa; positive value= preferntial survival of abundant taxa",,,,,,,,,,,,,,,,,,,,,,
"Payne 2011 LGA",11,"EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency",,"Late Triassic","Carnian",,,,,,,,,,,210,115,0.12,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"negative value = preferential survival of rarer taxa; positive value= preferntial survival of abundant taxa",,,,,,,,,,,,,,,,,,,,,,
"Payne 2011 LGA",12,"EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency",,"Late Triassic","Norian",,,,,,,,,,,109,64,-0.12,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"negative value = preferential survival of rarer taxa; positive value= preferntial survival of abundant taxa",,,,,,,,,,,,,,,,,,,,,,
"Payne 2011 LGA",13,"EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency",,"End Triassic","Rhaetian",,,,,,,,,,,66,33,0.21,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"negative value = preferential survival of rarer taxa; positive value= preferntial survival of abundant taxa",,,,,,,,,,,,,,,,,,,,,,
"Payne 2011 LGA",14,"EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency",,"Early Jurassic","Hettangian",,,,,,,,,,,30,4,0.53,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"negative value = preferential survival of rarer taxa; positive value= preferntial survival of abundant taxa",,,,,,,,,,,,,,,,,,,,,,
"Payne 2011 LGA",15,"EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency",,"Early Jurassic","Sinemurian",,,,,,,,,,,41,6,0,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"negative value = preferential survival of rarer taxa; positive value= preferntial survival of abundant taxa",,,,,,,,,,,,,,,,,,,,,,
"Payne 2011 LGA",16,"EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency",,"Early Jurassic","Pliensbachian",,,,,,,,,,,67,21,0.14,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"negative value = preferential survival of rarer taxa; positive value= preferntial survival of abundant taxa",,,,,,,,,,,,,,,,,,,,,,
"Payne 2011 LGA",1,"EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Geographic Range","Geographic Range",,"Permian","Assel-Sakm.",,,,,,,,,,,42,1,-0.02,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"negative value = preferential survival of rarer taxa; positive value= preferntial survival of abundant taxa",,,,,,,,,,,,,,,,,,,,,,
"Payne 2011 LGA",2,"EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Geographic Range","Geographic Range",,"Permian","Artinskian",,,,,,,,,,,47,9,0.53,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"negative value = preferential survival of rarer taxa; positive value= preferntial survival of abundant taxa",,,,,,,,,,,,,,,,,,,,,,
"Payne 2011 LGA",3,"EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Geographic Range","Geographic Range",,"Permian","Kungurian",,,,,,,,,,,104,25,15.84,20.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"negative value = preferential survival of rarer taxa; positive value= preferntial survival of abundant taxa",,,,,,,,,,,,,,,,,,,,,,
