,,,,"Biblio info",,,,"Selectivity info",,,,,,,,,,,,,"Odds ratio",,"Log odds ratio",,"Raw numbers",,,,"Percent Extinction",,,"Multivariate Logistic Regression",,,,"Proportions",,,"Nonparametric Tests",,,,,,,,,"Computing d in designs with indpt groups",,,,,,,,,,,,,,,"Computing d in designs with paired groups",,,,,,,,,,,,,,,"Computing d in designs with indpt groups using ANCOVA",,,,,,,,,,,,,,,,,,,,,,,"Computing r w/ indpt grps",,,,,,,,,"Extinction info",,,,,,,,,"Chi Square",,,,,,,"Extinction Rate",,,,,"GLM",,,,,"Mean Species Duration/Longevity",,,,,"Additional Stats",,,,,
422,"Kiessling 2007JoBiogeo",17,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Endemic","Narrow-Distributed","Berriasian","Berriasian",143.6885,143.6885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5523,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,"Kiessling 2007JoBiogeo",1,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Wide-Ranging","Wide-Ranging","Anisian","Anisian",243.0328,243.0328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1017,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,"Kiessling 2007JoBiogeo",2,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Wide-Ranging","Wide-Ranging","Carnian","Carnian",223.8525,223.8525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0646,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,"Kiessling 2007JoBiogeo",3,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Wide-Ranging","Wide-Ranging","Norian","Norian",211.3115,211.3115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1099,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,"Kiessling 2007JoBiogeo",4,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Wide-Ranging","Wide-Ranging","Rhaetian","Rhaetian",202.9508,202.9508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3349,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,"Kiessling 2007JoBiogeo",5,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Wide-Ranging","Wide-Ranging","Hettangian","Hettangian",199.7541,199.7541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,"Kiessling 2007JoBiogeo",6,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Wide-Ranging","Wide-Ranging","Pliensbachian","Pliensbachian",187.2131,187.2131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0695,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,"Kiessling 2007JoBiogeo",7,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Wide-Ranging","Wide-Ranging","Aalenian","Aalenian",174.1803,174.1803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0145,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,"Kiessling 2007JoBiogeo",8,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Wide-Ranging","Wide-Ranging","Bajocian","Bajocian",170.2459,170.2459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9839,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,"Kiessling 2007JoBiogeo",9,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Wide-Ranging","Wide-Ranging","Bathonian","Bathonian",167.0492,167.0492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9929,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,"Kiessling 2007JoBiogeo",10,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Wide-Ranging","Wide-Ranging","Callovian","Callovian",163.6066,163.6066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0111,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,"Kiessling 2007JoBiogeo",11,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Wide-Ranging","Wide-Ranging","Oxfordian","Oxfordian",158.9344,158.9344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9927,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,"Kiessling 2007JoBiogeo",12,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Wide-Ranging","Wide-Ranging","Kimmeridgian","Kimmeridgian",153.2787,153.2787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1021,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,"Kiessling 2007JoBiogeo",13,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Wide-Ranging","Wide-Ranging","Tithonian","Tithonian",148.8525,148.8525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.105,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,"Kiessling 2007JoBiogeo",14,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Wide-Ranging","Wide-Ranging","Berriasian","Berriasian",142.9508,142.9508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1688,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,"Kiessling 2007JoBiogeo",15,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Abundant","Common","Ladinian","Ladinian",235.6557,235.6557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.371,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,"Kiessling 2007JoBiogeo",16,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Abundant","Common","Carnian","Carnian",224.3443,224.3443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2732,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,"Kiessling 2007JoBiogeo",17,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Abundant","Common","Norian","Norian",212.7869,212.7869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1482,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,"Kiessling 2007JoBiogeo",1,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Abundance","Abundant","Common","Norian","Norian",204.4262,204.4262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4614,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,"Kiessling 2007JoBiogeo",2,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Abundance","Abundant","Common","Rhaetian","Rhaetian",200.7377,200.7377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,"Kiessling 2007JoBiogeo",3,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Abundance","Abundant","Common","Sinemurian","Sinemurian",195.3279,195.3279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0229,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,"Kiessling 2007JoBiogeo",4,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Abundance","Abundant","Common","Pliensbachian","Pliensbachian",188.6885,188.6885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0653,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,"Kiessling 2007JoBiogeo",5,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Abundance","Abundant","Common","Toarcian","Toarcian",182.0492,182.0492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.263,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,"Kiessling 2007JoBiogeo",6,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Abundance","Abundant","Common","Toarcian","Toarcian",176.3934,176.3934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0193,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,"Kiessling 2007JoBiogeo",7,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Abundance","Abundant","Common","Aalenian","Aalenian",171.9672,171.9672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0192,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,"Kiessling 2007JoBiogeo",8,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Abundance","Abundant","Common","Bajocian","Bajocian",168.7705,168.7705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0465,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,"Kiessling 2007JoBiogeo",9,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Abundance","Abundant","Common","Bathonian","Bathonian",165.3279,165.3279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1073,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,"Kiessling 2007JoBiogeo",10,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Abundance","Abundant","Common","Oxfordian","Oxfordian",160.1639,160.1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1345,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,"Kiessling 2007JoBiogeo",11,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Abundance","Abundant","Common","Kimmeridgian","Kimmeridgian",155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2074,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,"Kiessling 2007JoBiogeo",12,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Abundance","Abundant","Common","Tithonian","Tithonian",150.8197,150.8197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1768,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,"Kiessling 2007JoBiogeo",13,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Abundance","Abundant","Common","Berriasian","Berriasian",145.4098,145.4098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1767,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,"Kiessling 2007JoBiogeo",1,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Abundance","Rare","Rare","Ladinian","Ladinian",234.918,234.918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2128,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,"Kiessling 2007JoBiogeo",2,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Abundance","Rare","Rare","Carnian","Carnian",224.5901,224.5901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2246,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,"Kiessling 2007JoBiogeo",3,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Abundance","Rare","Rare","Norian","Norian",212.7869,212.7869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2973,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,"Kiessling 2007JoBiogeo",4,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Abundance","Rare","Rare","Norian","Norian",204.4262,204.4262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5558,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,"Kiessling 2007JoBiogeo",5,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Abundance","Rare","Rare","Hettangian","Hettangian",200.2459,200.2459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,"Kiessling 2007JoBiogeo",6,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Abundance","Rare","Rare","Sinemurian","Sinemurian",196.0656,196.0656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0899,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,"Kiessling 2007JoBiogeo",7,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Abundance","Rare","Rare","Pliensbachian","Pliensbachian",188.9344,188.9344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1932,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,"Kiessling 2007JoBiogeo",8,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Abundance","Rare","Rare","Toarcian","Toarcian",181.3115,181.3115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1473,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,"Kiessling 2007JoBiogeo",9,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Abundance","Rare","Rare","Toarcian","Toarcian",176.1475,176.1475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0954,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,"Kiessling 2007JoBiogeo",10,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Abundance","Rare","Rare","Aalenian","Aalenian",172.2131,172.2131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0801,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
