"End..Ma.","Start..Ma.","Bin.name","epoch","period","Collections","del.18O","del.13C","X87Sr.86Sr","del.34S","BC.extinction.rate","BC.extinction.ratePBDB","mean_d13C.gr","stdev_d13C.gr","d13C_N.gr","mean_d18O.gr","stdev_d18O.gr","d18O_N.gr","sea_level...first.diffs.","sea_level_residuals"
161.2,164.7,"Callovian","Middle Jurassic","Jurassic",62,-1.61713333333333,1.23634666666667,0.70695,16.631,0.1,0.046,1.68539661884556,1.33200630657738,89.6666666666667,-0.47720266389384,1.0381975888423,91,-7.479,9.884393015
164.7,167.7,"Bathonian","Middle Jurassic","Jurassic",74.3333333333333,-2.00646666666667,0.98288,0.707056666666667,17.053,0.012,0.005,1.52490696367314,1.26259219964297,85.6666666666667,-0.274417510095975,1.08379930196716,86.6666666666667,-5.788,4.443198493
167.7,171.6,"Bajocian","Middle Jurassic","Jurassic",71,-1.9923,1.2805,0.707193333333333,17.411,0.013,0.005,1.06517429040582,0.988728810258885,55.3333333333333,-0.334133196370484,1.08713888032702,56,-1.518,3.152921979
171.6,175.6,"Aalenian","Middle Jurassic","Jurassic",59,-1.79465,1.3648,0.707235,17.5545,0.035,0.037,0.725965517241379,0.882129342532383,34,-0.381669491525424,1.02388293366762,34.5,0.724,4.09778378
175.6,183,"Toarcian","Early Jurassic","Jurassic",355.333333333333,-1.07790666666667,1.21235666666667,0.707256666666667,17.635,0.054,0.05,1.46893866931203,1.0661873521992,134.333333333333,-1.40635925290642,0.910080321447529,184,-7.835,-3.51074343
183,189.5,"Pliensbachian","Early Jurassic","Jurassic",511.5,-1.01601,1.009685,0.70724,17.608,0.065,0.077,1.88640800396804,1.24251935870846,196.5,-1.83803887935963,0.997492575480605,271,1.019,-2.214610279
189.5,196.5,"Sinemurian","Early Jurassic","Jurassic",319,-0.67906,0.206196666666667,0.70751,17.6676666666667,0.042,0.024,1.37698566917658,1.16490068859012,86.6666666666667,-1.49053691116775,0.837131262398768,149.666666666667,-3.204,-5.158557992
196.5,199.6,"Hettangian","Early Jurassic","Jurassic",265,-0.991953333333333,0.63984,0.707713333333333,17.816,0.026,0.02,1.39236832803111,1.05066187715951,40.6666666666667,-1.68517228933972,0.724976180336996,53.3333333333333,-14.925,-19.91661338
199.6,203.6,"Rhaetian","Late Triassic","Triassic",277,-1.57475,1.4369,0.70781,17.952,0.216,0.228,1.55434959349594,0.93086365448754,26.5,-1.93350609756097,0.780355258655331,26.5,-1.2035,-21.04950855
203.6,216.5,"Norian","Late Triassic","Triassic",286,-2.16445,2.38095,0.707755,18.538,0.136,0.105,2.57768292682927,NA,21,-1.88975609756098,NA,21,-1.2035,-21.04950855
216.5,228,"Carnian","Late Triassic","Triassic",286,-2.16445,2.38095,0.707755,18.538,0.153,0.073,2.57768292682927,NA,21,-1.88975609756098,NA,21,15.3995,-5.644265704
228,237,"Ladinian","Middle Triassic","Triassic",152.666666666667,-3.541,1.55756333333333,0.707746666666667,20.3046666666667,0.153,0.073,2.41905982905983,NA,26.3333333333333,-2.84965811965812,NA,26.3333333333333,7.904,1.957543675
237,245,"Anisian","Middle Triassic","Triassic",131,-4.03155,0.806695,0.707795,20.9155,0.063,0.049,1.88858974358975,0.663279783081562,39,-3.27448717948718,1.34519468002657,39,-11.001,-9.487918073
245,249.7,"Olenekian","Early Triassic","Triassic",389.5,-5.14475,1.20014,0.70786,20.3945,0.106,0.128,0.662564102564102,0.502103480946567,21,-5.20961538461539,1.82291843369691,21,-5.364,-15.36442961
249.7,251,"Induan","Early Triassic","Triassic",296.5,-4.89225,2.52135,0.707545,18.307,0.075,0.067,2.1425,0.686632638049465,16.5,-4.60166666666666,1.40231405325323,16.5,-8.967,-24.8514856
251,253.8,"Changhsingian","Lopingian","Permian",296.5,-4.89225,2.52135,0.707545,18.307,0.075,0.067,2.1425,0.686632638049465,16.5,-4.60166666666666,1.40231405325323,16.5,-8.967,-24.8514856
253.8,260.4,"Wuchiapingian","Lopingian","Permian",632,-3.62415,4.2287,0.7072,15.5245,0.125,0.134,4.19070175438597,1.15835586872142,34,-2.53219298245614,1.32887670413232,34,-8.967,-24.8514856
260.4,265.5,"Capitanian","Guadalupian","Permian",632,-3.62415,4.2287,0.7072,15.5245,0.168,0.146,4.19070175438597,1.15835586872142,34,-2.53219298245614,1.32887670413232,34,-1.9543,-27.48007046
265.5,268,"Wordian","Guadalupian","Permian",1232,-3.4437,4.9767,0.70715,14.133,0.06,0.056,4.67973684210526,1.30460201416475,38,-2.26105263157895,1.86598396545019,38,18.3843,-10.10883492
268,270.6,"Roadian","Guadalupian","Permian",1082,-3.6077,4.51115,0.707115,13.6505,0.06,0.056,4.83884163533834,1.26710015336273,75,-1.74916267942584,1.68473885022372,74,18.3843,-10.10883492
270.6,275.6,"Kungurian","Cisuralian","Permian",932,-3.7717,4.0456,0.70708,13.168,0.06,0.029,4.99794642857143,1.22959829256071,112,-1.23727272727273,1.50349373499725,110,18.3843,-10.10883492
275.6,284.4,"Artinskian","Cisuralian","Permian",1021.5,-3.56285,3.96395,0.707305,12.968,0.018,0.023,4.73027918443497,1.22944157216179,123,-1.70774084124831,1.26978569770719,122,9.689,-1.606369158
284.4,294.6,"Sakmarian","Cisuralian","Permian",851.5,-2.9009,3.8274,0.707865,12.6745,0.013,0.01,4.61421935597602,1.050592601854,130.5,-2.19993124926549,0.951225052389181,130.5,9.689,-1.606369158
294.6,299,"Asselian","Cisuralian","Permian",654.666666666667,-2.70563333333333,3.73416666666667,0.70801,12.691,0.004,0.01,4.50676027240507,1.05996997419193,125,-2.20296586208342,0.960708011335196,125,-1.587,-5.220413683
299,303.9,"Gzhelian","Late Pennsylvanian"," Pennsylvanian",451,-2.4965,4.095,0.708256666666667,12.8663333333333,0.004,0.01,4.36063585334809,1.0228662106079,242.333333333333,-2.28593599086339,0.884645600276819,242.333333333333,-1.587,-5.220413683
303.9,306.5,"Kasimovian","Late Pennsylvanian"," Pennsylvanian",500,-2.7266,4.9648,0.70827,13.294,0.022,0,4.02423868312757,1.11797356101076,486,-2.42711934156379,0.807890427241997,486,11.209,3.902802455
306.5,311.7,"Moscovian","Middle Pennsylvanian"," Pennsylvanian",277.333333333333,-2.70473333333333,4.69566666666667,0.708276666666667,13.924,0.009,0.011,4.66676665781672,1.20079715872447,253.333333333333,-2.68407140607471,1.11505413118177,254.333333333333,-3.949,-0.7269661
311.7,318.1,"Bashkirian","Early Pennsylvanian"," Pennsylvanian",243.666666666667,-3.06526666666667,3.84336666666667,0.708153333333333,14.3623333333333,0.009,0.011,4.34451425726802,1.44816832224113,226.333333333333,-2.68819296871479,1.33181830551436,228,-4.235,-8.178339719
318.1,326.4,"Serpukhovian","Late Mississipian","Mississipian",318,-3.3144,3.45475,0.708085,14.7045,0.061,0.058,3.97507138590203,1.50323566742954,264.5,-2.45611298248395,1.61893533159492,265.5,-15.835,-25.00764022
326.4,345.3,"Visean","Middle Mississipian","Mississipian",347.666666666667,-3.96186666666667,2.75716666666667,0.70795,16.7863333333333,0.105,0.156,2.82435223768814,1.70511144198167,319.333333333333,-3.38565981702162,1.97027314567637,319.666666666667,12.473,-14.78253624
345.3,359.2,"Tournaisian","Early Mississipian","Mississipian",278.666666666667,-4.58803333333333,2.29186666666667,0.708066666666667,19.0576666666667,0.044,0.043,2.11811355456057,1.45488957525596,211.333333333333,-4.59015279484793,1.92028218863645,211,10.833,2.213344958
359.2,374.5,"Famennian","Late Devonian","Devonian",348,-5.1748,1.56488666666667,0.708176666666667,21.1186666666667,0.133,0.078,1.48344068132303,1.34734551585811,224.333333333333,-5.04677176998746,1.56138308620002,224.333333333333,4.955,4.646589036
374.5,385.3,"Frasnian","Late Devonian","Devonian",503,-5.606,0.914676666666667,0.70807,21.3696666666667,0.12,0.086,1.19189486260454,1.03182683083328,193,-4.98690402230187,1.28183728167809,193,5.989,6.881612004
385.3,391.8,"Givetian","Middle Devonian","Devonian",531.666666666667,-5.02573333333333,0.876553333333333,0.707956666666667,20.791,0.103,0.076,1.08739009908912,0.924066494348506,239,-4.64880830100981,1.40405533872456,239,15.472,18.34633714
391.8,397.5,"Eifelian","Middle Devonian","Devonian",413,-5.0146,0.72007,0.707896666666667,19.784,0.165,0.094,0.912634661111461,0.838013542999547,127.333333333333,-4.25976597296748,1.60589853840648,127.333333333333,0.017,15.53765544
397.5,407,"Emsian","Early Devonian","Devonian",158.666666666667,-5.0841,0.900546666666667,0.708113333333333,19.8756666666667,0.129,0.05,0.811016486960081,0.705492882852285,107.666666666667,-4.50689753526982,1.52411959342811,107.666666666667,-6.492,6.971720653
407,411.2,"Pragian","Early Devonian","Devonian",166.666666666667,-5.70543333333333,1.34600333333333,0.70838,21.357,0.129,0.05,1.17494511878826,0.779244409376149,43.6666666666667,-5.09128955285818,1.56193211317147,43.6666666666667,-8.067,-3.773230132
411.2,416,"Lochkovian","Early Devonian","Devonian",174.666666666667,-5.55533333333333,1.35808,0.708646666666667,23.4526666666667,0.108,0.166,1.90665940450254,0.800433790757425,29.6666666666667,-5.04117050523913,1.18491474015858,29.6666666666667,2.043,-4.233301758
416,418.7,"Pridolian","Pridoli","Silurian",247.666666666667,-5.3996,1.72921333333333,0.7087,25.3806666666667,0.107,0.172,1.49779012345679,1.18431820857833,28.3333333333333,-5.45784434550695,1.19326596336769,32,5.508,-0.415781833
418.7,421.3,"Ludfordian","Ludlow","Silurian",220.5,-5.19445,1.47682,0.708695,26.0055,0.147,0.175,1.38816666666667,1.27277980211706,29,-4.7908405923345,0.895748040306794,34.5,5.558,3.705544738
421.3,422.9,"Gorstian","Ludlow","Silurian",369,-4.75235,2.1322,0.70853,26.8505,0.097,0.136,1.34569250645995,2.04196655270018,208.5,-5.16527257830718,1.09960104852484,214,5.475,7.836371877
422.9,426.2,"Homerian","Wenlock","Silurian",369,-4.75235,2.1322,0.70853,26.8505,0.016,0.044,1.34569250645995,2.04196655270018,208.5,-5.16527257830718,1.09960104852484,214,5.475,7.836371877
426.2,428.2,"Sheinwoodian","Wenlock","Silurian",344,-4.9376,1.4922,0.70832,27.4355,0.044,0.027,2.00705434856521,2.20198333686462,421.5,-4.77696331429349,0.931385128573456,421.5,6.614,12.56452288
428.2,436,"Telychian","Llandovery","Silurian",281.333333333333,-4.7116,1.4372,0.708236666666667,27.808,0.101,0.129,1.72990289904347,1.69046252680136,289.333333333333,-4.81730887619566,0.801882796524403,289.333333333333,6.614,12.56452288
436,439,"Aeronian","Llandovery","Silurian",159.666666666667,-4.6057,1.18973333333333,0.708113333333333,27.6576666666667,0.011,0,1.33128567251462,1.21493842112951,177,-4.62226374269006,0.608712229442566,177,-4.002,5.895192522
439,443.7,"Rhuddanian","Llandovery","Silurian",402.666666666667,-4.18543333333333,1.3679,0.70801,26.691,0.012,0,1.43585490196078,1.3206588552914,81.6666666666667,-4.34199215686275,0.788126627871636,81.6666666666667,-5.882,-2.244105753
443.7,445.6,"Hirnantian","Late Ordovician","Ordovician",588.333333333333,-4.4753,0.981683333333333,0.707953333333333,25.318,0.058,0.036,1.06094572970128,1.34981770738471,123,-4.39790657127716,0.86105883343104,122.666666666667,-6.401,-10.2866379
445.6,455.8,"Katian","Late Ordovician","Ordovician",649.666666666667,-4.73226666666667,0.644838333333333,0.707966666666667,24.6316666666667,0.245,0.057,0.457601285256831,1.13762041042029,110.333333333333,-4.72019546016605,0.906573951867114,110,-6.401,-10.2866379
455.8,460.9,"Sandblian","Late Ordovician","Ordovician",317.5,-5.337325,-0.23900625,0.7081475,24.9905,0.12,0.363,-0.39145753827258,0.665945160907525,65,-5.76492095036213,0.846248434221207,64.6666666666667,16.434,8.976252217
460.9,468.1,"Darriwilian","Middle Ordovician","Ordovician",232,-5.87865,-0.54939375,0.7083475,25.5465,0.164,0.095,-0.857045985060692,0.705311494306492,34,-6.41907796451914,0.906716940116668,34,-1.526,6.655730607
468.1,471.8,"Dapingian","Middle Ordovician","Ordovician",346,-7.0254,-0.86507,0.70869,26.9916666666667,0.031,0,-1.01390495941967,0.769578758663924,43,-7.62215488759607,1.05131225761514,43,-7.414,-11.65573403
471.8,478.6,"Floian","Early Ordovician","Ordovician",409.666666666667,-8.2291,-1.2124,0.70887,28.2923333333333,0.041,0,-1.30743437118437,0.733208311921534,37.3333333333333,-8.46372351504705,0.984769552729704,37.3333333333333,-7.414,-11.65573403
478.6,488.3,"Tremadocian","Early Ordovician","Ordovician",315.333333333333,-8.98226666666667,-1.33063333333333,0.709003333333333,29.762,NA,NA,-1.28820512820513,0.663314236306466,28,-9.18147812971343,1.00561419569911,28,-7.414,-11.65573403
488.3,501,"Pabian","Furongian","Cambrian",196.25,-8.50745,-0.7612185,0.7090825,31.3815,NA,NA,-0.953617021276596,0.762867281278325,32,-8.76640175219024,0.933474693607228,32,-7.414,-11.65573403
501,513,"Middle Cambrian","Middle Cambrian","Cambrian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.414,-11.65573403
513,542,"Early Cambrian","Early Cambrian","Cambrian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.414,-11.65573403
