"End..Ma.","Start..Ma.","Bin.name","epoch","period","Collections","del.18O","del.13C","X87Sr.86Sr","del.34S","BC.extinction.rate","BC.extinction.ratePBDB","BC.extinction.rate.max","BC.extinction.ratePBDB.max","mean_d13C.gr","stdev_d13C.gr","d13C_N.gr","mean_d18O.gr","stdev_d18O.gr","d18O_N.gr","sea_level...first.diffs.","sea_level_residuals","mean_d13C.prok","stdev_d13C.prok","N_d13C.prok","mean_d18O.prok","stdev_d18O.prok","N_d18O.prok","mean_d34S.prok","stdev_d34S.prok","N_d34S.prok","mean_87Sr.86Sr.prok","stdev_87Sr.86Sr.prok","N_87Sr.86Sr.prok","Volcanism","Flood_basalt","Bolide","OA"
385.3,391.8,"Givetian","Middle Devonian","Devonian",531.666666666667,-5.02573333333333,0.876553333333333,0.707956666666667,20.791,0.103,0.076,0.103,0.076,1.08739009908912,0.924066494348506,239,-4.64880830100981,1.40405533872456,239,15.472,18.34633714,0.914360406,1.422081801,197,-5.11764,1.616569946,223,23.1,0.707106781,2,0.707853846,5.6e-05,55,0,0,0,0
391.8,397.5,"Eifelian","Middle Devonian","Devonian",413,-5.0146,0.72007,0.707896666666667,19.784,0.165,0.094,0.165,0.094,0.912634661111461,0.838013542999547,127.333333333333,-4.25976597296748,1.60589853840648,127.333333333333,0.017,15.53765544,0.898137931,1.310947278,29,-3.947525,1.13351448,40,16.4,NA,1,0.707904679,8.19e-05,90,0,0,0,0
397.5,407,"Emsian","Early Devonian","Devonian",158.666666666667,-5.0841,0.900546666666667,0.708113333333333,19.8756666666667,0.129,0.05,0.129,0.05,0.811016486960081,0.705492882852285,107.666666666667,-4.50689753526982,1.52411959342811,107.666666666667,-6.492,6.971720653,0.352871429,0.919478476,210,-5.940741784,1.334958495,213,17,3.892942332,5,0.707930792,0.000127822,93,0,0,0,0
407,411.2,"Pragian","Early Devonian","Devonian",166.666666666667,-5.70543333333333,1.34600333333333,0.70838,21.357,0.129,0.05,0.129,0.05,1.17494511878826,0.779244409376149,43.6666666666667,-5.09128955285818,1.56193211317147,43.6666666666667,-8.067,-3.773230132,1.443670886,0.991918857,79,-5.348101266,1.678816033,79,NA,NA,0,0.7084844,0.000129784,5,0,0,0,0
411.2,416,"Lochkovian","Early Devonian","Devonian",174.666666666667,-5.55533333333333,1.35808,0.708646666666667,23.4526666666667,0.108,0.166,0.108,0.166,1.90665940450254,0.800433790757425,29.6666666666667,-5.04117050523913,1.18491474015858,29.6666666666667,2.043,-4.233301758,2.243762376,0.845034735,101,-5.831089109,1.811499876,101,24.33333333,4.152509282,3,0.708714231,4.69e-05,26,0,0,0,0
416,418.7,"Pridolian","Pridoli","Silurian",247.666666666667,-5.3996,1.72921333333333,0.7087,25.3806666666667,0.107,0.172,0.107,0.172,1.49779012345679,1.18431820857833,28.3333333333333,-5.45784434550695,1.19326596336769,32,5.508,-0.415781833,0.371333333,1.561729221,30,-5.505609756,1.011993203,41,25.32,3.276736181,5,0.708725989,3.46e-05,17,0,0,0,0
418.7,421.3,"Ludfordian","Ludlow","Silurian",220.5,-5.19445,1.47682,0.708695,26.0055,0.147,0.175,0.147,0.175,1.38816666666667,1.27277980211706,29,-4.7908405923345,0.895748040306794,34.5,5.558,3.705544738,3.234974874,2.958531043,199,-4.704974874,1.114590958,199,27.13333333,3.295957119,3,0.70869695,3.74e-05,45,0,0,0,0
421.3,422.9,"Gorstian","Ludlow","Silurian",369,-4.75235,2.1322,0.70853,26.8505,0.097,0.136,0.097,0.136,1.34569250645995,2.04196655270018,208.5,-5.16527257830718,1.09960104852484,214,5.475,7.836371877,1.281698113,1.773018664,106,-5.22990566,1.436624016,106,25.7,NA,1,0.708576928,8.74e-05,20,0,0,0,0
422.9,426.2,"Homerian","Wenlock","Silurian",369,-4.75235,2.1322,0.70853,26.8505,0.016,0.044,0.016,0.044,1.34569250645995,2.04196655270018,208.5,-5.16527257830718,1.09960104852484,214,5.475,7.836371877,0.93873065,1.539006475,323,-4.471517028,0.664655977,323,27.88571429,4.838191319,7,0.708446231,6.67e-05,41,0,0,0,0
426.2,428.2,"Sheinwoodian","Wenlock","Silurian",344,-4.9376,1.4922,0.70832,27.4355,0.044,0.027,0.044,0.027,2.00705434856521,2.20198333686462,421.5,-4.77696331429349,0.931385128573456,421.5,6.614,12.56452288,3.328874172,1.363716756,151,-4.927748344,0.59576189,151,25.95,6.293250353,2,0.708372337,5.15e-05,61,0,0,0,0
428.2,436,"Telychian","Llandovery","Silurian",281.333333333333,-4.7116,1.4372,0.708236666666667,27.808,0.101,0.129,0.101,0.129,1.72990289904347,1.69046252680136,289.333333333333,-4.81730887619566,0.801882796524403,289.333333333333,6.614,12.56452288,1.284476744,0.664585687,86,-5.257906977,0.558021961,86,27.24,2.679178979,5,0.70824117,9.65e-05,50,0,0,0,0
436,439,"Aeronian","Llandovery","Silurian",159.666666666667,-4.6057,1.18973333333333,0.708113333333333,27.6576666666667,0.011,0,0.011,0,1.33128567251462,1.21493842112951,177,-4.62226374269006,0.608712229442566,177,-4.002,5.895192522,1.3272,1.486473792,25,-4.2596,0.646802907,25,29.64,3.326108838,5,0.708067313,4.4e-05,13,0,0,0,0
439,443.7,"Rhuddanian","Llandovery","Silurian",402.666666666667,-4.18543333333333,1.3679,0.70801,26.691,0.012,0,0.012,0,1.43585490196078,1.3206588552914,81.6666666666667,-4.34199215686275,0.788126627871636,81.6666666666667,-5.882,-2.244105753,0.9575,0.390665387,28,-4.299642857,0.596803101,28,28.6,3.0757113,4,0.70800279,9.06e-05,5,0,0,0,0
443.7,445.6,"Hirnantian","Late Ordovician","Ordovician",588.333333333333,-4.4753,0.981683333333333,0.707953333333333,25.318,0.058,0.036,0.058,0.036,1.06094572970128,1.34981770738471,123,-4.39790657127716,0.86105883343104,122.666666666667,-6.401,-10.2866379,2.534867257,2.493001316,113,-3.502654867,1.175588772,113,14.5,NA,1,0.707962627,0.000158546,33,0,0,0,0
445.6,455.8,"Katian","Late Ordovician","Ordovician",649.666666666667,-4.73226666666667,0.644838333333333,0.707966666666667,24.6316666666667,0.245,0.057,0.245,0.057,0.457601285256831,1.13762041042029,110.333333333333,-4.72019546016605,0.906573951867114,110,-6.401,-10.2866379,0.430680473,0.803287319,169,-4.89797619,0.826616768,168,24.6,4.745524207,5,0.707928098,0.000124484,72,0,0,0,0
455.8,460.9,"Sandblian","Late Ordovician","Ordovician",317.5,-5.337325,-0.23900625,0.7081475,24.9905,0.12,0.363,0.12,0.363,-0.39145753827258,0.665945160907525,65,-5.76492095036213,0.846248434221207,64.6666666666667,16.434,8.976252217,-0.378795918,0.738439514,49,-5.194877551,0.732984244,49,24.83333333,2.281081615,3,0.708103198,0.00018332,38,0,0,0,0
460.9,468.1,"Darriwilian","Middle Ordovician","Ordovician",232,-5.87865,-0.54939375,0.7083475,25.5465,0.164,0.095,0.164,0.095,-0.857045985060692,0.705311494306492,34,-6.41907796451914,0.906716940116668,34,-1.526,6.655730607,-0.393333333,0.714878014,30,-6.817333333,0.918713243,30,23.9,6.929646456,2,0.708524723,0.00033991,25,0,0,0,0
468.1,471.8,"Dapingian","Middle Ordovician","Ordovician",346,-7.0254,-0.86507,0.70869,26.9916666666667,0.031,0,0.031,0,-1.01390495941967,0.769578758663924,43,-7.62215488759607,1.05131225761514,43,-7.414,-11.65573403,-1.989411765,0.949588533,17,-7.58,1.095433704,17,27.9,NA,1,0.709005234,0.000306997,13,0,0,0,0
471.8,478.6,"Floian","Early Ordovician","Ordovician",409.666666666667,-8.2291,-1.2124,0.70887,28.2923333333333,0.041,0,0.041,0,-1.30743437118437,0.733208311921534,37.3333333333333,-8.46372351504705,0.984769552729704,37.3333333333333,-7.414,-11.65573403,-1.13647561,0.654683681,82,-7.838780488,1.393898388,82,28.86666667,2.742869544,3,0.708886399,0.000149216,74,0,0,0,0
478.6,488.3,"Tremadocian","Early Ordovician","Ordovician",315.333333333333,-8.98226666666667,-1.33063333333333,0.709003333333333,29.762,NA,NA,NA,NA,-1.28820512820513,0.663314236306466,28,-9.18147812971343,1.00561419569911,28,-7.414,-11.65573403,-1.419705882,0.675204762,17,-9.547235294,0.833171616,17,27.3,5.716642371,3,0.709013117,0.000119455,123,0,0,0,0
488.3,501,"Pabian","Furongian","Cambrian",196.25,-8.50745,-0.7612185,0.7090825,31.3815,NA,NA,NA,NA,-0.953617021276596,0.762867281278325,32,-8.76640175219024,0.933474693607228,32,-7.414,-11.65573403,NA,NA,0,NA,NA,0,33.26,3.233883115,5,0.709100726,6.29e-05,58,NA,NA,NA,NA
501,513,"Middle Cambrian","Middle Cambrian","Cambrian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.414,-11.65573403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
513,542,"Early Cambrian","Early Cambrian","Cambrian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.414,-11.65573403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
